//1976,BEL,Drought,0,0
20/09/1982,BEL,Storm,0,0
08/11/1983,BEL,Earthquake,2,50000
21/11/1984,BEL,Storm,0,0
/02/1984,BEL,Flood,0,0
/08/1985,BEL,Storm,0,0
/01/1985,BEL,Extreme temperature ,0,0
24/08/1987,BEL,Flood,0,0
26/01/1990,BEL,Storm,10,350000
04/02/1990,BEL,Storm,0,180000
08/02/1990,BEL,Storm,0,60000
15/02/1990,BEL,Storm,0,60000
27/02/1990,BEL,Storm,5,240000
01/03/1990,BEL,Storm,1,90000
13/04/1992,BEL,Earthquake,0,100000
11/01/1993,BEL,Flood,0,0
31/12/1993,BEL,Flood,0,17000
/08/1994,BEL,Flood,0,0
02/02/1995,BEL,Storm,6,100000
14/09/1998,BEL,Flood,1,10000
06/01/1998,BEL,Storm,0,500
14/08/1999,BEL,Storm,0,486
27/12/1999,BEL,Storm,2,50000
27/01/2002,BEL,Flood,0,0
11/02/2002,BEL,Flood,0,0
26/08/2002,BEL,Flood,0,0
28/10/2002,BEL,Storm,5,5000
24/12/2002,BEL,Flood,2,0
08/01/2003,BEL,Flood,0,0
15/08/2003,BEL,Extreme temperature ,1175,0
11/09/2005,BEL,Flood,0,0
26/11/2005,BEL,Extreme temperature ,2,0
30/12/2005,BEL,Extreme temperature ,0,0
/07/2006,BEL,Extreme temperature ,940,0
18/01/2007,BEL,Storm,2,450000
01/03/2008,BEL,Storm,0,0
/01/2009,BEL,Extreme temperature ,1,0
28/02/2010,BEL,Storm,1,160000
15/11/2010,BEL,Flood,3,238146
24/12/2010,BEL,Storm,0,0
13/01/2011,BEL,Flood,0,0
18/08/2011,BEL,Storm,5,99000
/02/2012,BEL,Extreme temperature ,3,0
07/12/2013,BEL,Storm,0,0
26/12/2013,BEL,Storm,0,0
10/06/2014,BEL,Storm,0,0
05/07/2015,BEL,Extreme temperature ,410,0
03/06/2016,BEL,Flood,1,0
24/06/2016,BEL,Storm,1,0
05/12/1999,LVA,Storm,6,500
/10/2001,LVA,Extreme temperature ,21,0
/01/2003,LVA,Extreme temperature ,15,0
09/01/2005,LVA,Storm,0,325000
09/01/2005,LVA,Storm,0,0
/01/2006,LVA,Extreme temperature ,40,0
/02/2012,LVA,Extreme temperature ,10,0
29/11/2007,MNE,Flood,0,0
10/01/2010,MNE,Flood,0,0
16/11/2010,MNE,Flood,0,0
03/12/2010,MNE,Flood,0,0
/02/2012,MNE,Extreme temperature ,1,0
12/09/1928,MSR,Storm,0,0
17/09/1989,MSR,Storm,11,240000
27/08/1990,MSR,Storm,0,0
/12/1995,MSR,Volcanic activity,0,0
07/09/1995,MSR,Storm,0,20000
29/07/1996,MSR,Volcanic activity,0,0
25/06/1997,MSR,Volcanic activity,32,8000
//2006,MSR,Volcanic activity,0,0
21/01/1909,MAR,Earthquake,100,0
/01/1951,MAR,Flood,131,0
/11/1954,MAR,Flood,30,0
29/02/1960,MAR,Earthquake,12000,120000
/12/1963,MAR,Flood,69,0
/01/1963,MAR,Flood,100,0
/01/1964,MAR,Flood,76,0
/11/1965,MAR,Flood,0,5000
/09/1965,MAR,Flood,75,0
//1966,MAR,Drought,0,0
22/01/1970,MAR,Flood,11,30000
//1971,MAR,Drought,0,100
21/04/1975,MAR,Flood,10,0
//1977,MAR,Flood,0,0
25/10/1979,MAR,Flood,16,0
/04/1982,MAR,Landslide,1,0
//1983,MAR,Drought,0,0
//1984,MAR,Drought,0,0
27/02/1988,MAR,Mass movement (dry),31,0
01/04/1995,MAR,Flood,18,0
18/08/1995,MAR,Flood,730,9000
04/09/1995,MAR,Flood,43,0
01/02/1996,MAR,Flood,25,55000
16/06/1996,MAR,Storm,14,0
29/09/1997,MAR,Flood,60,0
//2001,MAR,Drought,0,900000
/08/2000,MAR,Extreme temperature ,0,809
25/10/2000,MAR,Flood,0,0
22/12/2000,MAR,Flood,6,0
26/12/2001,MAR,Flood,15,2200
29/11/2002,MAR,Flood,80,200000
18/11/2003,MAR,Flood,35,0
24/02/2004,MAR,Earthquake,628,400000
28/11/2005,MAR,Storm,1,50
28/05/2006,MAR,Flood,6,0
27/10/2006,MAR,Flood,11,0
29/10/2006,MAR,Flood,0,0
28/02/2008,MAR,Flood,9,0
03/11/2008,MAR,Flood,30,0
12/02/2009,MAR,Flood,24,0
26/12/2009,MAR,Flood,5,0
09/03/2010,MAR,Flood,10,0
06/12/2010,MAR,Flood,32,29000
/02/2012,MAR,Extreme temperature ,0,0
07/01/2014,MAR,Storm,0,0
24/11/2014,MAR,Storm,49,300000
30/11/2014,MAR,Flood,11,0
27/02/2016,MAR,Extreme temperature ,0,0
/04/1956,MOZ,Storm,107,0
/02/1967,MOZ,Flood,0,180000
29/01/1971,MOZ,Flood,500,0
25/01/1975,MOZ,Flood,1,0
//1975,MOZ,Flood,0,0
/02/1977,MOZ,Flood,300,55500
22/10/1977,MOZ,Storm,3,0
/03/1978,MOZ,Flood,40,63000
23/12/1978,MOZ,Storm,4,0
//1982,MOZ,Drought,0,0
/02/1981,MOZ,Flood,0,0
//1985,MOZ,Drought,100000,0
04/02/1984,MOZ,Storm,109,75000
