Date,ISO,Type,Death,Dollars 
07/11/1997,COK,Tropical cyclone,0,Martin
28/02/2005,COK,Tropical cyclone,0,Percy
13/04/1910,CRI,Ground movement,0,0
29/07/1968,CRI,Ash fall,5000,Mount Arenal
09/04/1970,CRI,--,6000,0
14/04/1973,CRI,Ground movement,200,0
/06/1975,CRI,Ash fall,0,Mt Arenal
21/10/1976,CRI,Ash fall,0,Mt Arenal
02/04/1983,CRI,Ground movement,1000,0
/01/1988,CRI,Riverine flood,9000,0
22/12/1990,CRI,Ground movement,19500,0
22/04/1991,CRI,Ground movement,100000,0
08/08/1991,CRI,Ash fall,0,Pacaya
04/05/1991,CRI,Ground movement,0,0
23/11/1993,CRI,--,0,0
04/11/1994,CRI,Riverine flood,3000,0
06/10/1995,CRI,Tropical cyclone,6300,0
29/07/1996,CRI,Tropical cyclone,200000,Cesar and Douglas
05/05/1998,CRI,Ash fall,0,Arenal
/05/1998,CRI,Drought,23000,0
27/06/2000,CRI,Landslide,0,0
06/05/2002,CRI,Riverine flood,1000,0
25/12/2003,CRI,Ground movement,0,0
10/05/2004,CRI,Riverine flood,0,0
20/11/2004,CRI,Ground movement,0,0
18/09/2005,CRI,Riverine flood,0,0
20/09/2007,CRI,Riverine flood,0,0
28/05/2008,CRI,Tropical cyclone,0,Alma
13/10/2008,CRI,Riverine flood,0,Tropical Depression Sixteen
08/01/2009,CRI,Ground movement,200000,0
01/11/2010,CRI,Riverine flood,0,0
29/07/2012,CRI,Riverine flood,0,0
/08/2015,CRI,Drought,0,0
27/06/2015,CRI,Riverine flood,0,0
//1983,CIV,Drought,0,0
/06/1996,CIV,--,0,0
03/07/2008,CIV,Riverine flood,0,0
24/06/2010,CIV,Riverine flood,0,0
19/06/2014,CIV,Riverine flood,0,0
07/06/2015,CIV,Riverine flood,0,0
05/09/1996,HRV,Ground movement,0,0
/06/2000,HRV,Heat wave,240000,0
28/12/2000,HRV,Riverine flood,0,0
18/07/2003,HRV,Forest fire,20000,0
/02/2003,HRV,Drought,330000,0
27/12/2005,HRV,Severe winter conditions,0,0
04/04/2006,HRV,Riverine flood,0,0
30/08/2007,HRV,Forest fire,0,0
03/12/2010,HRV,Riverine flood,0,0
/02/2012,HRV,Cold wave,0,0
05/11/2012,HRV,Riverine flood,0,0
14/09/2014,HRV,Flash flood,0,0
20/10/1926,CUB,Tropical cyclone,0,0
28/09/1935,CUB,Tropical cyclone,0,0
21/09/1948,CUB,Tropical cyclone,12000,0
04/10/1963,CUB,Tropical cyclone,500000,Flora
30/09/1966,CUB,Tropical cyclone,18000,Inez
03/08/1970,CUB,Tropical cyclone,0,0
/06/1977,CUB,--,0,0
04/08/1980,CUB,Tropical cyclone,0,Allen
03/06/1982,CUB,Tropical cyclone,85000,Alberto
18/11/1985,CUB,Tropical cyclone,0,"Hurricane ""Kate"""
/06/1986,CUB,--,0,0
/08/1987,CUB,Forest fire,0,0
/06/1988,CUB,--,0,0
28/05/1990,CUB,Riverine flood,0,0
06/02/1992,CUB,Riverine flood,2590,0
13/03/1993,CUB,Convective storm,1000000,0
24/11/1993,CUB,Flash flood,140000,0
18/05/1994,CUB,Riverine flood,0,0
03/06/1995,CUB,Tropical cyclone,0,Allison
04/10/1995,CUB,Tropical cyclone,2000,Opal
17/10/1996,CUB,Tropical cyclone,13000,Lilli
08/06/1997,CUB,--,0,0
/01/1998,CUB,Drought,180000,0
14/10/1999,CUB,Tropical cyclone,0,"Hurricane ""Irene"""
/08/2000,CUB,Drought,0,0
12/06/2002,CUB,Riverine flood,0,0
01/10/2002,CUB,Tropical cyclone,23000,Lili
14/08/2004,CUB,Tropical cyclone,1000000,Charley
/08/2004,CUB,Drought,3139,0
19/10/2005,CUB,Tropical cyclone,700000,"Hurricane ""Wilma"""
08/06/2006,CUB,Riverine flood,0,0
07/10/2007,CUB,Riverine flood,0,0
20/08/2008,CUB,Tropical cyclone,0,"Tropical Storm  ""Fay"""
08/09/2008,CUB,Tropical cyclone,1500000,Hurricane Ike
17/11/2008,CUB,Riverine flood,0,0
25/08/2012,CUB,Tropical cyclone,0,Hurricane Isaac
01/12/2013,CUB,Riverine flood,0,0
/05/2015,CUB,Drought,0,0
28/09/2016,CUB,Extra-tropical storm,2600000,Hurricane Matthew
20/10/1926,CUB,Tropical cyclone,0,0
28/09/1935,CUB,Tropical cyclone,0,0
21/09/1948,CUB,Tropical cyclone,12000,0
04/10/1963,CUB,Tropical cyclone,500000,Flora
30/09/1966,CUB,Tropical cyclone,18000,Inez
03/08/1970,CUB,Tropical cyclone,0,0
/06/1977,CUB,--,0,0
04/08/1980,CUB,Tropical cyclone,0,Allen
03/06/1982,CUB,Tropical cyclone,85000,Alberto
18/11/1985,CUB,Tropical cyclone,0,"Hurricane ""Kate"""
/06/1986,CUB,--,0,0
/08/1987,CUB,Forest fire,0,0
/06/1988,CUB,--,0,0
28/05/1990,CUB,Riverine flood,0,0
06/02/1992,CUB,Riverine flood,2590,0
13/03/1993,CUB,Convective storm,1000000,0
24/11/1993,CUB,Flash flood,140000,0
18/05/1994,CUB,Riverine flood,0,0
03/06/1995,CUB,Tropical cyclone,0,Allison
04/10/1995,CUB,Tropical cyclone,2000,Opal
17/10/1996,CUB,Tropical cyclone,13000,Lilli
08/06/1997,CUB,--,0,0
/01/1998,CUB,Drought,180000,0
14/10/1999,CUB,Tropical cyclone,0,"Hurricane ""Irene"""
/08/2000,CUB,Drought,0,0
12/06/2002,CUB,Riverine flood,0,0
01/10/2002,CUB,Tropical cyclone,23000,Lili
14/08/2004,CUB,Tropical cyclone,1000000,Charley
/08/2004,CUB,Drought,3139,0
19/10/2005,CUB,Tropical cyclone,700000,"Hurricane ""Wilma"""
08/06/2006,CUB,Riverine flood,0,0
07/10/2007,CUB,Riverine flood,0,0
20/08/2008,CUB,Tropical cyclone,0,"Tropical Storm  ""Fay"""
08/09/2008,CUB,Tropical cyclone,1500000,Hurricane Ike
17/11/2008,CUB,Riverine flood,0,0
25/08/2012,CUB,Tropical cyclone,0,Hurricane Isaac
01/12/2013,CUB,Riverine flood,0,0
/05/2015,CUB,Drought,0,0
10/09/1953,CYP,Ground movement,0,0
23/04/1983,CYP,Convective storm,0,0
23/02/1995,CYP,Ground movement,4340,0
13/06/2000,CYP,Forest fire,0,0
/03/2000,CYP,Drought,0,0
22/01/2004,CYP,--,0,0
10/05/1996,CZE,Riverine flood,36000,0
23/07/1998,CZE,Riverine flood,52000,0
/01/2002,CZE,--,0,0
26/10/2002,CZE,Extra-tropical storm,20000,Jeannet
/02/2005,CZE,Convective storm,0,0
27/12/2005,CZE,Severe winter conditions,0,0
30/06/2006,CZE,--,0,0
29/02/2008,CZE,Extra-tropical storm,50000,Emma
23/07/2009,CZE,Convective storm,0,0
01/06/2010,CZE,Riverine flood,0,0
/11/2010,CZE,Cold wave,0,0
07/12/2012,CZE,Cold wave,0,0
21/01/1974,CSK,Avalanche,0,0
10/11/1981,CSK,Severe winter conditions,0,0
22/11/1984,CSK,Convective storm,0,0
14/02/1985,CSK,Avalanche,0,0
08/07/1987,CSK,--,15000,0
24/12/1980,DNK,Convective storm,0,0
18/01/1983,DNK,--,0,0
25/01/1990,DNK,--,120000,Daria
28/02/1990,DNK,--,10000,Wiebke
03/12/1999,DNK,Extra-tropical storm,2604939,Anatol
07/01/2005,DNK,Extra-tropical storm,1300000,Erwin
23/12/2010,DNK,Convective storm,0,0
07/12/2013,DNK,Extra-tropical storm,0,Storm Xaver
/02/1978,DJI,--,0,0
18/03/1981,DJI,--,0,0
/03/1988,DJI,Drought,0,0
26/01/1993,DJI,Riverine flood,0,0
/07/1995,DJI,--,0,0
/06/2001,DJI,Drought,0,0
/04/2005,DJI,Drought,0,0
/07/2008,DJI,Drought,0,0
03/09/1930,DMA,Tropical cyclone,0,0
20/08/1970,DMA,Tropical cyclone,0,0
04/08/1980,DMA,Tropical cyclone,0,Allen
17/09/1989,DMA,Tropical cyclone,20000,Hugo
03/09/1995,DMA,Tropical cyclone,20000,Luis
21/11/2004,DMA,Ground movement,0,0
25/09/2011,DMA,Tropical cyclone,0,Tropical storm Orphelia
03/09/1930,DOM,Tropical cyclone,40000,San Zenon
02/10/1963,DOM,Tropical cyclone,60000,Flora
19/04/1965,DOM,Forest fire,1000,0
/08/1968,DOM,Drought,5000,0
/08/1979,DOM,Tropical cyclone,150000,David & Frederick
/05/1981,DOM,--,0,0
14/09/1985,DOM,Riverine flood,0,0
22/09/1987,DOM,Tropical cyclone,23700,Emily
17/09/1989,DOM,Tropical cyclone,0,Hugo
21/05/1993,DOM,Riverine flood,0,0
17/08/1995,DOM,--,0,0
03/09/1996,DOM,Tropical cyclone,0,Hortense
20/09/1998,DOM,Tropical cyclone,1981500,Georges
24/05/2002,DOM,--,500,0
22/09/2003,DOM,Ground movement,0,0
06/12/2003,DOM,Tropical cyclone,0,Odette
02/09/2004,DOM,Tropical cyclone,0,Frances
16/09/2004,DOM,Tropical cyclone,296000,Jeanne
22/10/2005,DOM,Tropical cyclone,0,Alpha
26/03/2007,DOM,Riverine flood,0,0
21/08/2007,DOM,Tropical cyclone,40000,Dean
11/12/2007,DOM,Tropical cyclone,45000,Olga
26/08/2008,DOM,Tropical cyclone,0,"Hurricane ""Gustav"""
08/01/2009,DOM,Riverine flood,44000,0
14/02/2010,DOM,Flash flood,0,0
29/10/2010,DOM,Tropical cyclone,0,Hurricane Tomas
04/08/2011,DOM,Tropical cyclone,0,"Tropical storm ""Emily"""
23/04/2012,DOM,Riverine flood,0,0
25/08/2012,DOM,Tropical cyclone,0,Hurricane Isaac
23/12/2013,DOM,Riverine flood,102,0
20/02/2015,DOM,Flash flood,0,0
22/09/2015,DOM,Riverine flood,0,0
03/10/2016,DOM,Extra-tropical storm,0,Hurricane Matthew
04/05/1904,ECU,Ground movement,0,0
03/03/1924,ECU,Ground movement,0,0
14/05/1942,ECU,Ground movement,0,0
/04/1950,ECU,--,0,0
/03/1964,ECU,Drought,0,0
15/05/1966,ECU,Landslide,0,0
08/04/1970,ECU,--,500,0
09/12/1970,ECU,Ground movement,4000,0
/07/1971,ECU,--,50,0
/04/1973,ECU,Landslide,0,0
/12/1975,ECU,Ash fall,0,0
09/04/1976,ECU,Ground movement,4000,0
/12/1976,ECU,Ash fall,0,Cotopaxi
/11/1982,ECU,--,232100,0
04/08/1983,ECU,--,0,0
05/03/1987,ECU,Ground movement,1500000,0
22/09/1987,ECU,Ground movement,0,0
/06/1989,ECU,Riverine flood,15000,0
24/03/1992,ECU,Riverine flood,20000,0
28/03/1993,ECU,Landslide,500000,0
11/04/1994,ECU,Forest fire,0,0
02/10/1995,ECU,Ground movement,0,0
09/03/1997,ECU,Riverine flood,0,0
/02/1997,ECU,Drought,0,0
/09/1999,ECU,Ash fall,0,"Guagua Pinchicha, Tungurahua"
22/05/2000,ECU,--,0,0
08/03/2001,ECU,Flash flood,0,0
14/08/2001,ECU,Ash fall,10975,Tungurahua
19/03/2002,ECU,--,3000,0
03/11/2002,ECU,Ash fall,0,Reventador
05/06/2003,ECU,Ash fall,0,Tungurahua
16/02/2006,ECU,Riverine flood,2800,0
14/07/2006,ECU,Ash fall,150000,Tungurahua
19/01/2009,ECU,Riverine flood,0,0
/01/2010,ECU,Riverine flood,0,0
28/05/2010,ECU,Ash fall,0,Tungurahua
/07/2011,ECU,Landslide,0,0
01/05/2012,ECU,Forest fire,0,0
23/04/2013,ECU,Landslide,0,0
/02/2013,ECU,Drought,0,0
23/03/2015,ECU,Riverine flood,0,0
17/11/2015,ECU,--,0,Tungurahua 
24/01/2016,ECU,Riverine flood,0,0
18/05/2016,ECU,Ground movement,0,0
/03/1954,EGY,Riverine flood,0,0
20/02/1975,EGY,--,0,0
/10/1979,EGY,--,14000,0
23/03/1991,EGY,Flash flood,0,0
14/12/1993,EGY,Subsidence,0,0
22/11/1995,EGY,Ground movement,0,0
12/06/1995,EGY,Heat wave,0,0
13/11/1996,EGY,Flash flood,0,0
02/05/1997,EGY,Convective storm,1000,0
03/03/2002,EGY,Riverine flood,0,0
20/12/2002,EGY,--,0,0
06/09/2008,EGY,Rockfall,0,0
12/12/2010,EGY,Convective storm,0,0
09/08/2015,EGY,Heat wave,0,0
03/11/2015,EGY,Convective storm,0,0
27/10/2016,EGY,Convective storm,25000,0
26/06/1926,EGY,Ground movement,0,0
12/09/1955,EGY,Ground movement,0,0
06/05/1979,EGY,Convective storm,0,0
17/10/1987,EGY,--,0,0
12/10/1992,EGY,Ground movement,1200000,0
02/11/1994,EGY,Riverine flood,140000,0
20/03/1995,EGY,Riverine flood,0,0
07/07/1996,EGY,Heat wave,0,0
18/10/1997,EGY,--,1000,0
/01/2000,EGY,Cold wave,0,0
24/08/2002,EGY,Ground movement,0,0
22/01/2004,EGY,--,0,0
18/01/2010,EGY,Riverine flood,0,0
30/12/2010,EGY,Riverine flood,0,0
24/10/2015,EGY,Convective storm,100000,0
27/10/2016,EGY,Convective storm,25000,0
19/06/1906,SLV,Ground movement,0,0
06/05/1951,SLV,Ground movement,23000,0
04/09/1969,SLV,Tropical cyclone,1600,Francelia
17/09/1982,SLV,--,280000,0
10/10/1986,SLV,Ground movement,1500000,0
24/08/1988,SLV,Riverine flood,0,0
28/09/1992,SLV,Riverine flood,0,0
/07/1994,SLV,Drought,1000,0
26/07/1996,SLV,Tropical cyclone,10,Cesar and Douglas
25/10/1998,SLV,Tropical cyclone,388100,Mitch
10/09/1999,SLV,Riverine flood,1500,0
01/10/2000,SLV,Tropical cyclone,0,Keith
13/02/2001,SLV,Ground movement,348500,0
/05/2001,SLV,Drought,22400,0
21/09/2002,SLV,Tropical cyclone,0,Isidore
24/06/2005,SLV,Riverine flood,0,0
01/10/2005,SLV,Ash fall,0,Santa Ana (Ilamatepec)
19/05/2005,SLV,Tropical cyclone,0,Adrian
/11/2006,SLV,Cold wave,0,0
12/10/2007,SLV,Riverine flood,0,0
16/10/2008,SLV,Riverine flood,0,Tropical Depression Sixteen
12//2009,SLV,Drought,27000,0
27/06/2010,SLV,Tropical cyclone,0,"Tropical storm ""Alex"""
/09/2011,SLV,Riverine flood,1000000,0
/04/2015,SLV,Drought,100000,0
22/09/2015,SLV,Riverine flood,0,0
/11/1993,ERI,Drought,0,0
28/07/2003,ERI,Riverine flood,0,0
/10/2008,ERI,Drought,0,0
/01/2006,EST,Severe winter conditions,0,0
25/08/1906,ETH,Ground movement,6750,0
21/08/1914,ETH,Ground movement,0,0
13/02/1927,ETH,Ground movement,0,0
/07/1965,ETH,Drought,0,0
29/03/1969,ETH,Ground movement,320,0
/12/1973,ETH,Drought,76000,0
/01/1977,ETH,Ash fall,0,Nyiragongo
/08/1978,ETH,--,0,0
/05/1983,ETH,Drought,0,0
/05/1985,ETH,--,0,0
/08/1988,ETH,Riverine flood,0,0
/10/1989,ETH,Drought,0,0
03/04/1991,ETH,Landslide,0,0
/08/1993,ETH,Riverine flood,0,0
/12/1994,ETH,Landslide,0,0
08/06/1996,ETH,Riverine flood,0,0
26/10/1997,ETH,Riverine flood,0,0
/02/1997,ETH,Drought,0,0
23/08/1999,ETH,Riverine flood,2700,0
20/09/1999,ETH,--,0,0
30/10/1999,ETH,Flash flood,0,0
/09/1999,ETH,Drought,0,0
29/06/2000,ETH,--,0,0
04/07/2000,ETH,Landslide,0,0
/07/2001,ETH,--,0,0
16/04/2002,ETH,Riverine flood,0,0
//2003,ETH,Drought,0,0
20/05/2005,ETH,Flash flood,1200,0
01/09/2005,ETH,Riverine flood,0,0
/11/2005,ETH,Drought,0,0
05/08/2006,ETH,Flash flood,3200,0
13/08/2006,ETH,Riverine flood,0,0
23/08/2006,ETH,Riverine flood,0,0
06/06/2007,ETH,Riverine flood,0,0
12/08/2007,ETH,Ash fall,0,Mount Arteale
20/08/2008,ETH,Flash flood,0,0
/05/2008,ETH,Drought,0,0
01/03/2010,ETH,Riverine flood,0,0
/01/2011,ETH,Drought,0,0
//2012,ETH,Drought,0,0
/11/2015,ETH,--,0,0
02/04/2016,ETH,Flash flood,0,0
16/02/1931,FJI,Tropical cyclone,0,0
28/01/1952,FJI,Tropical cyclone,2000,0
22/03/1964,FJI,--,1100,0
24/10/1972,FJI,Tropical cyclone,22500,Bebe
09/12/1973,FJI,Tropical cyclone,0,Lottie
04/02/1978,FJI,Tropical cyclone,0,Bob
24/03/1980,FJI,Tropical cyclone,2256,Wally
01/03/1983,FJI,Tropical cyclone,50000,Oscar
//1983,FJI,Drought,30000,0
05/03/1985,FJI,Tropical cyclone,0,Gavin
12/04/1986,FJI,--,15400,0
/01/1987,FJI,--,25000,0
28/11/1990,FJI,Tropical cyclone,10000,Sina
23/06/1990,FJI,Ground movement,0,0
02/01/1993,FJI,Tropical cyclone,100000,Kina
/01/1998,FJI,Drought,0,0
06/12/2000,FJI,Coastal flood,0,0
14/01/2003,FJI,Tropical cyclone,30000,Ami
05/06/2004,FJI,Flash flood,0,0
04/02/2006,FJI,Riverine flood,500,0
03/02/2007,FJI,Riverine flood,30000,0
09/03/2007,FJI,Flash flood,7000,0
28/01/2008,FJI,Tropical cyclone,30000,"Cyclone ""Gene"""
14/12/2009,FJI,Tropical cyclone,13300,Cyclone Mick
22/01/2012,FJI,Riverine flood,17000,0
16/12/2012,FJI,Tropical cyclone,8400,Cyclone Evan
20/02/2016,FJI,Tropical cyclone,600000,Cyclone Winston
25/01/1990,FIN,--,5000,Daria
25/05/2005,FIN,Riverine flood,0,0
24/11/1926,FRA,Mudslide,0,0
08/05/1932,FRA,--,0,0
30/09/1958,FRA,Riverine flood,0,0
25/06/1967,FRA,Convective storm,20000,0
10/02/1970,FRA,Avalanche,0,0
/01/1976,FRA,--,0,0
/01/1978,FRA,--,0,0
21/09/1980,FRA,Riverine flood,0,0
06/11/1982,FRA,--,350000,0
24/08/1982,FRA,Forest fire,0,0
15/01/1982,FRA,--,0,0
/08/1983,FRA,--,5500,0
/02/1983,FRA,--,0,0
/03/1983,FRA,Riverine flood,604000,0
28/05/1983,FRA,--,0,0
11/07/1984,FRA,Convective storm,0,0
12/07/1984,FRA,Forest fire,0,0
21/11/1984,FRA,Convective storm,0,0
/08/1985,FRA,Convective storm,0,0
24/07/1986,FRA,Forest fire,0,0
14/07/1987,FRA,--,0,0
26/02/1989,FRA,--,0,0
15/02/1990,FRA,Avalanche,0,0
09/12/1990,FRA,--,0,0
03/02/1990,FRA,--,900000,Herta
11/02/1990,FRA,--,60000,Nana
25/02/1990,FRA,--,200000,Vivian
/02/1991,FRA,Cold wave,0,0
/07/1991,FRA,Drought,0,0
22/09/1992,FRA,Convective storm,400000,0
05/07/1993,FRA,Convective storm,50000,0
20/12/1993,FRA,Riverine flood,600000,0
27/06/1994,FRA,--,0,0
21/01/1995,FRA,--,700000,"Thaila, Urania, Valeska, Wilma"
27/01/1996,FRA,Flash flood,6000,0
04/01/1997,FRA,Cold wave,0,0
/04/1997,FRA,Drought,10000,0
01/01/1998,FRA,Extra-tropical storm,150000,"Cilly, Desiree, Fanny"
09/02/1999,FRA,Avalanche,10790,0
12/11/1999,FRA,Flash flood,500000,0
27/12/1999,FRA,Extra-tropical storm,4000000,Martin
/02/1999,FRA,--,0,0
/05/2000,FRA,--,0,0
10/07/2000,FRA,--,0,0
13/12/2000,FRA,--,0,0
05/01/2001,FRA,Flash flood,0,0
07/04/2001,FRA,Riverine flood,0,0
06/07/2001,FRA,Convective storm,0,0
08/07/2001,FRA,--,0,0
25/08/2002,FRA,Flash flood,0,0
27/10/2002,FRA,Extra-tropical storm,1000,Jeanett
01/01/2003,FRA,Riverine flood,0,0
28/07/2003,FRA,Forest fire,0,0
15/07/2003,FRA,--,0,0
17/08/2004,FRA,--,0,0
07/09/2005,FRA,Flash flood,0,0
23/11/2005,FRA,Cold wave,0,0
/03/2006,FRA,--,0,0
23/10/2006,FRA,Convective storm,0,0
23/01/2007,FRA,Convective storm,0,0
10/03/2008,FRA,Convective storm,0,Johanna
03/08/2008,FRA,Convective storm,80000,0
23/01/2009,FRA,Extra-tropical storm,3200000,Klaus
/07/2009,FRA,Forest fire,0,0
28/02/2010,FRA,Extra-tropical storm,4230000,Xynthia
28/11/2010,FRA,Cold wave,0,0
06/11/2011,FRA,Riverine flood,0,0
/02/2012,FRA,Cold wave,0,0
27/10/2013,FRA,Extra-tropical storm,0,Storm Christian
07/01/2014,FRA,Convective storm,0,0
14/02/2014,FRA,Extra-tropical storm,0,Ulla
18/09/2014,FRA,Convective storm,182000,0
29/11/2014,FRA,Flash flood,303000,0
16/09/2015,FRA,Convective storm,0,0
31/05/2016,FRA,--,2400000,0
19/04/2000,GUF,Landslide,0,0
/02/1983,PYF,Tropical cyclone,16000,Orama
17/04/1987,PYF,Landslide,0,0
22/12/1998,PYF,Landslide,0,0
04/02/2010,PYF,Tropical cyclone,11000,"Cyclone ""Oli"""
19/01/1958,PYF,Tropical cyclone,0,0
14/04/1983,PYF,Tropical cyclone,21000,Veena
25/04/1998,PYF,Landslide,0,0
04/02/2010,PYF,Tropical cyclone,11000,"Cyclone ""Oli"""
05/04/2009,GAB,Convective storm,0,0
/12/2010,GAB,Convective storm,0,0
//1910,GMB,Drought,0,0
/11/1968,GMB,Drought,500,0
/03/1973,GMB,"Land fire (Brush, Bush, Pastur",0,0
/09/1980,GMB,Drought,0,0
/06/1999,GMB,Flash flood,0,0
/05/2002,GMB,Drought,0,0
24/05/2004,GMB,--,0,0
02/06/2008,GMB,Convective storm,0,0
02/07/2009,GMB,Convective storm,0,0
15/07/2010,GMB,Riverine flood,0,0
/03/2012,GMB,Drought,0,0
/01/2015,GMB,Drought,0,0
24/10/1992,GEO,Ground movement,0,0
23/05/1997,GEO,--,0,0
01/01/1997,GEO,Riverine flood,19500,0
/02/2001,GEO,--,0,0
05/03/2004,GEO,Riverine flood,0,0
23/04/2005,GEO,Riverine flood,0,0
07/09/2009,GEO,Ground movement,0,0
12/05/2012,GEO,Flash flood,3000,0
19/07/2013,GEO,Riverine flood,0,0
24/03/2013,GEO,Convective storm,0,0
07/06/2015,GEO,Flash flood,23000,0
03/02/1990,DEU,--,600000,Herta
13/02/1990,DEU,--,180000,Ottilie and Polly
28/02/1990,DEU,--,1200000,Wiebke
13/04/1992,DEU,Ground movement,50000,0
05/07/1993,DEU,Convective storm,30000,0
21/12/1993,DEU,Riverine flood,600000,0
07/01/1994,DEU,Riverine flood,200000,0
03/07/1994,DEU,Convective storm,645200,0
21/07/1995,DEU,Convective storm,209600,0
04/01/1997,DEU,Cold wave,0,0
27/10/1998,DEU,--,150000,Xylia
11/05/1999,DEU,Riverine flood,430000,0
04/12/1999,DEU,Extra-tropical storm,150000,Anatol
28/01/2002,DEU,--,150000,Jennifer
11/08/2002,DEU,--,11600000,0
02/01/2003,DEU,Extra-tropical storm,300000,Calvann
07/06/2003,DEU,Convective storm,0,0
12/01/2004,DEU,--,130000,Gerda
10/07/2005,DEU,Riverine flood,0,0
25/11/2005,DEU,Cold wave,300000,0
/03/2006,DEU,--,0,0
28/06/2006,DEU,Convective storm,0,0
15/07/2006,DEU,Heat wave,0,0
23/01/2007,DEU,Convective storm,0,0
29/02/2008,DEU,Extra-tropical storm,1200000,Emma
29/05/2008,DEU,Convective storm,1500000,Hilal
23/07/2009,DEU,Convective storm,50000,0
28/02/2010,DEU,Extra-tropical storm,1000000,Xynthia
28/11/2010,DEU,Cold wave,0,0
08/01/2011,DEU,Riverine flood,0,0
07/12/2012,DEU,Cold wave,0,0
27/10/2013,DEU,Extra-tropical storm,0,Storm Christian
27/07/2013,DEU,Convective storm,4800000,0
28/07/2014,DEU,Convective storm,400000,0
/01/1984,DDR,--,0,0
/08/1985,DDR,Convective storm,0,0
/12/1925,DFR,--,19000,0
/07/1929,DFR,Convective storm,55000,0
/02/1962,DFR,Convective storm,600000,0
12/11/1972,DFR,--,420000,0
02/01/1976,DFR,--,1300000,Capella
03/09/1978,DFR,Ground movement,150000,0
31/05/1983,DFR,--,0,0
12/07/1984,DFR,Convective storm,950000,0
/08/1985,DFR,Convective storm,0,0
01/08/1991,DFR,Riverine flood,56000,0
/07/1968,GHA,--,74700,0
/05/1977,GHA,Drought,0,0
25/02/1985,GHA,"Land fire (Brush, Bush, Pastur",0,0
14/07/1991,GHA,Riverine flood,0,0
/09/1999,GHA,Riverine flood,21000,0
08/04/2002,GHA,Riverine flood,0,0
10/08/2007,GHA,Riverine flood,0,0
06/06/2009,GHA,Riverine flood,0,0
20/06/2010,GHA,Riverine flood,0,0
22/07/2011,GHA,Riverine flood,0,0
03/03/2013,GHA,Riverine flood,0,0
10/06/2016,GHA,--,0,0
13/06/1930,GRC,Convective storm,0,0
30/04/1954,GRC,Ground movement,0,0
/11/1961,GRC,Tropical cyclone,0,0
05/02/1966,GRC,Ground movement,4000,0
/05/1967,GRC,Ground movement,5000,0
01/10/1977,GRC,--,28000,0
20/11/1979,GRC,--,0,0
24/02/1981,GRC,Ground movement,900000,0
23/03/1983,GRC,Ground movement,0,0
22/07/1984,GRC,Forest fire,0,0
16/07/1985,GRC,Forest fire,0,0
31/08/1985,GRC,Ground movement,0,0
09/08/1987,GRC,Forest fire,0,0
20/07/1987,GRC,Heat wave,0,0
16/10/1988,GRC,Ground movement,0,0
16/06/1990,GRC,Ground movement,0,0
/03/1990,GRC,Drought,1000000,0
27/03/1993,GRC,Ground movement,0,0
24/10/1994,GRC,Riverine flood,437700,0
22/07/1995,GRC,Forest fire,0,0
06/08/1996,GRC,Ground movement,0,0
03/02/1998,GRC,--,0,0
07/09/1999,GRC,Ground movement,4200000,0
/07/2000,GRC,Heat wave,3000,0
24/08/2000,GRC,Forest fire,0,0
19/11/2000,GRC,--,0,0
29/11/2001,GRC,Riverine flood,0,0
04/01/2002,GRC,--,0,0
02/12/2002,GRC,Ground movement,0,0
13/12/2002,GRC,--,0,0
25/01/2003,GRC,Riverine flood,0,0
19/02/2003,GRC,Riverine flood,0,0
22/01/2004,GRC,--,0,0
08/10/2006,GRC,Riverine flood,5659,0
21/10/2006,GRC,Riverine flood,0,0
01/06/2007,GRC,Forest fire,0,0
16/11/2007,GRC,Riverine flood,0,0
/07/2009,GRC,Forest fire,0,0
29/11/2010,GRC,Riverine flood,0,0
03/02/2012,GRC,Riverine flood,0,0
24/05/2014,GRC,Ground movement,450000,0
30/01/2015,GRC,Riverine flood,0,0
05/09/2016,GRC,--,56000,0
/11/1975,GRD,--,4700,0
26/07/1990,GRD,Tropical cyclone,0,Arthur
08/09/2004,GRD,Tropical cyclone,889000,Ivan
15/09/1928,GLP,Tropical cyclone,0,Felipe
22/08/1964,GLP,Tropical cyclone,0,Cleo
20/08/1970,GLP,Tropical cyclone,0,0
/08/1979,GLP,Tropical cyclone,100000,David
17/09/1989,GLP,Tropical cyclone,50000,Hugo
03/09/1995,GLP,Tropical cyclone,50000,Luis
17/11/1999,GLP,Tropical cyclone,0,Lenny
29/08/2007,GLP,Tropical cyclone,300000,Dean
15/09/1928,GLP,Tropical cyclone,0,Felipe
22/08/1964,GLP,Tropical cyclone,0,Cleo
20/08/1970,GLP,Tropical cyclone,0,0
/08/1979,GLP,Tropical cyclone,100000,David
17/09/1989,GLP,Tropical cyclone,50000,Hugo
03/09/1995,GLP,Tropical cyclone,50000,Luis
17/11/1999,GLP,Tropical cyclone,0,Lenny
29/08/2007,GLP,Tropical cyclone,300000,Dean
/05/1976,GUM,Tropical cyclone,120000,Pamela
28/08/1992,GUM,Tropical cyclone,300000,Omar
17/12/1997,GUM,Tropical cyclone,200000,Paka
08/12/2002,GUM,Tropical cyclone,70000,Pongsona
30/08/2004,GUM,Tropical cyclone,1000,Chaba
24/10/1902,GTM,Ash fall,0,Santa Maria
29/12/1917,GTM,Ground movement,0,0
/10/1949,GTM,--,15000,0
/06/1973,GTM,--,2500,0
