Date,ISO,Type,Death,Dollars 
06/04/1977,PER,--,0,0
16/02/1979,PER,Ground movement,0,0
09/11/1980,PER,Ground movement,0,0
31/12/1981,PER,Landslide,0,0
13/03/1981,PER,--,6000,0
28/03/1982,PER,Landslide,0,0
28/03/1982,PER,Ground movement,0,0
/01/1983,PER,Heat wave,0,0
/03/1983,PER,Landslide,0,0
/03/1984,PER,Mudslide,3000,0
21/08/1985,PER,Ground movement,0,0
07/04/1985,PER,Landslide,0,0
09/03/1986,PER,Landslide,0,0
11/01/1986,PER,Ground movement,0,0
09/01/1987,PER,Mudslide,0,0
04/12/1987,PER,Mudslide,0,0
03/02/1988,PER,Mudslide,0,0
29/05/1990,PER,Ground movement,1000,0
28/12/1990,PER,Riverine flood,0,0
20/02/1990,PER,Riverine flood,0,0
/08/1990,PER,Drought,36000,0
24/07/1991,PER,Ground movement,0,0
02/04/1992,PER,Riverine flood,0,0
12/03/1993,PER,Riverine flood,0,0
21/02/1994,PER,--,50000,0
07/01/1995,PER,Landslide,0,0
12/11/1996,PER,Ground movement,0,0
07/09/1997,PER,Forest fire,0,0
14/01/1998,PER,Landslide,0,0
19/03/1999,PER,--,0,0
31/10/1999,PER,Ground movement,0,0
13/05/1999,PER,--,0,0
16/09/2000,PER,Landslide,0,0
25/04/2001,PER,Flash flood,0,0
28/10/2001,PER,Landslide,0,0
04/12/2001,PER,Ground movement,0,0
04/02/2002,PER,Riverine flood,0,0
/07/2002,PER,Convective storm,0,0
/03/2002,PER,Drought,0,0
07/07/2003,PER,Cold wave,0,0
10/04/2004,PER,Mudslide,0,0
/06/2004,PER,Cold wave,0,0
13/06/2005,PER,Ground movement,50,0
/01/2006,PER,Riverine flood,0,0
/01/2006,PER,Drought,0,0
/04/2007,PER,Severe winter conditions,0,0
04/02/2008,PER,Riverine flood,0,0
12/04/2009,PER,Landslide,0,0
/05/2009,PER,Cold wave,0,0
/12/2009,PER,Riverine flood,0,0
01/04/2010,PER,Landslide,0,0
/01/2011,PER,Riverine flood,0,0
28/10/2011,PER,Ground movement,0,0
11/01/2011,PER,Convective storm,0,0
30/01/2012,PER,Ground movement,0,0
17/10/2012,PER,Landslide,0,0
01/01/2013,PER,Riverine flood,0,0
23/08/2013,PER,Severe winter conditions,0,0
19/10/2013,PER,Riverine flood,0,0
27/09/2014,PER,Ground movement,0,0
01/01/2014,PER,Riverine flood,0,0
09/04/2015,PER,Riverine flood,0,0
23/03/2015,PER,Riverine flood,0,0
14/08/2016,PER,Ground movement,0,0
21/09/1905,PHL,Tropical cyclone,0,0
/10/1912,PHL,Tropical cyclone,10000,0
07/08/1931,PHL,Tropical cyclone,0,0
15/10/1934,PHL,Tropical cyclone,0,0
05/10/1936,PHL,Tropical cyclone,0,0
04/12/1938,PHL,Tropical cyclone,0,0
/11/1946,PHL,Tropical cyclone,0,0
31/10/1949,PHL,Tropical cyclone,0,Rena
24/04/1951,PHL,Tropical cyclone,0,Iris
04/12/1951,PHL,Ash fall,0,Hibok-Hibok
28/06/1952,PHL,Tropical cyclone,0,Emma
02/07/1954,PHL,Ground movement,0,0
/01/1955,PHL,--,0,0
/07/1956,PHL,--,0,0
/07/1957,PHL,Tropical cyclone,0,0
22/04/1960,PHL,Tropical cyclone,2000,Karen
24/05/1960,PHL,Tropical cyclone,0,Lucille
03/10/1960,PHL,Tropical cyclone,0,Kit
/01/1960,PHL,Landslide,0,0
/07/1962,PHL,Tropical cyclone,0,0
10/08/1963,PHL,Tropical cyclone,0,Carmen
19/11/1964,PHL,Tropical cyclone,35000,Louise
28/09/1965,PHL,Ash fall,10000,Mt. Taal
03/11/1967,PHL,Tropical cyclone,26500,Emma (Welming)
16/01/1968,PHL,--,0,0
02/08/1968,PHL,Ground movement,5000,0
22/11/1968,PHL,Tropical cyclone,9600,"Mamie, Nina, Ora"
05/10/1969,PHL,Ash fall,0,Mount Kanlaon
31/08/1970,PHL,Tropical cyclone,2353,Fran & Georgia
19/11/1970,PHL,Tropical cyclone,97656,Patsy
08/09/1970,PHL,Tropical cyclone,598,Katy (Pitang)
16/09/1970,PHL,Tropical cyclone,47397,Titang
22/04/1971,PHL,Tropical cyclone,700,Wanda
02/10/1971,PHL,Tropical cyclone,0,Elaine
06/01/1972,PHL,Tropical cyclone,23000,Kit (Asiang)
/07/1972,PHL,--,220000,0
17/03/1973,PHL,Ground movement,450,0
14/10/1973,PHL,Tropical cyclone,5000,Ruth
07/09/1973,PHL,--,493,0
17/07/1974,PHL,Tropical cyclone,2000,Ivy (Iliang)
10/10/1974,PHL,Tropical cyclone,9200,Bess (Susang)
25/10/1974,PHL,Tropical cyclone,21000,Elaine (Wening)
23/11/1974,PHL,Tropical cyclone,7300,Irma (Bidang)
22/01/1975,PHL,Tropical cyclone,2161,Lola (Auring)
17/05/1976,PHL,Tropical cyclone,85000,Olga (Didang)
03/09/1976,PHL,Ash fall,679,Mount Taal
02/12/1976,PHL,Tropical cyclone,9326,Nora (Aring)
30/11/1976,PHL,Flash flood,1553,0
18/07/1977,PHL,--,0,0
/08/1977,PHL,--,0,0
14/11/1977,PHL,Tropical cyclone,3600,Kim (Unding)
17/08/1977,PHL,Tropical cyclone,25,(Ibiang)
22/04/1978,PHL,Tropical cyclone,0,Caroline
/08/1978,PHL,Ash fall,0,Bulusan
09/10/1978,PHL,Tropical cyclone,0,Nina
18/04/1978,PHL,Tropical cyclone,33254,(Atang)
20/08/1978,PHL,Tropical cyclone,11809,Elaine (Miding)
07/10/1978,PHL,Tropical cyclone,11893,(Yaning)
02/02/1978,PHL,--,0,0
/02/1978,PHL,Drought,0,0
12/08/1979,PHL,Tropical cyclone,0,Irving
16/09/1979,PHL,Tropical cyclone,9733,(Pepang)
16/07/1979,PHL,Flash flood,6983,0
21/07/1980,PHL,Tropical cyclone,15400,Joe
06/11/1980,PHL,Tropical cyclone,102300,Betty (Aring)
07/05/1980,PHL,Tropical cyclone,289,(Ditang)
11/11/1980,PHL,Rockfall,0,0
/01/1981,PHL,--,27000,0
04/07/1981,PHL,Tropical cyclone,0,0
07/11/1981,PHL,--,0,0
25/12/1981,PHL,Tropical cyclone,26000,Lee (Dinang)
16/08/1981,PHL,Tropical cyclone,12908,(Rubing)
09/10/1981,PHL,Flash flood,0,0
/02/1982,PHL,--,0,0
23/03/1982,PHL,Tropical cyclone,69000,Nelson (Bising)
05/09/1982,PHL,Tropical cyclone,0,(Ruping)
18/03/1982,PHL,Tropical cyclone,2400,(Akang)
20/08/1982,PHL,Tropical cyclone,4200,(Norming)
22/01/1982,PHL,Flash flood,0,0
23/06/1982,PHL,Coastal flood,60,0
14/07/1983,PHL,Tropical cyclone,1640,Vera (Bebeng)
03/09/1983,PHL,Tropical cyclone,430,Ellen (Herming)
16/09/1983,PHL,Convective storm,0,0
//1983,PHL,Drought,0,0
10/09/1984,PHL,Ash fall,0,Mayon
01/09/1984,PHL,Tropical cyclone,216700,Ike (Nitang) and Maring
/10/1985,PHL,--,0,0
21/10/1985,PHL,Landslide,0,0
20/06/1985,PHL,Tropical cyclone,20000,Hal (Kuring) and Irma (Daling)
26/01/1985,PHL,Riverine flood,0,0
02/09/1986,PHL,Tropical cyclone,13150,Wayne (Miding)
10/10/1986,PHL,Tropical cyclone,1400,Ellen (Daling)
20/12/1986,PHL,Tropical cyclone,4000,Narge (Aning)
08/08/1987,PHL,Tropical cyclone,98600,Betty (Herming)
23/11/1987,PHL,Tropical cyclone,56000,Nina (Sisang)
14/12/1987,PHL,Tropical cyclone,8500,Phillis (Trining)
30/05/1988,PHL,Tropical cyclone,1000,Susan (Biring)
21/10/1988,PHL,Convective storm,0,0
05/11/1988,PHL,Tropical cyclone,149060,Skip (Yoning)
04/04/1988,PHL,Landslide,0,0
09/02/1989,PHL,--,6000,0
09/10/1989,PHL,Tropical cyclone,59200,Dan (Saling)
02/10/1989,PHL,Tropical cyclone,8000,Angela (Rubing)
22/11/1989,PHL,Tropical cyclone,325,Hunt (Unsing)
15/05/1989,PHL,Tropical cyclone,2860,Breda (Bining)
/08/1989,PHL,Riverine flood,0,0
08/02/1990,PHL,Ground movement,900,0
17/06/1990,PHL,Flash flood,43,0
16/07/1990,PHL,Ground movement,369600,0
28/08/1990,PHL,Tropical cyclone,0,Becky
25/08/1990,PHL,Coastal flood,0,0
08/09/1990,PHL,Tropical cyclone,0,Dot
05/04/1991,PHL,Ash fall,0,Poon Bato
09/06/1991,PHL,Ash fall,211000,Mount Pinatubo
11/11/1991,PHL,Coastal flood,0,0
05/11/1991,PHL,Tropical cyclone,100000,Thelma (Uring)
18/07/1991,PHL,Tropical cyclone,0,Amy
20/08/1991,PHL,Coastal flood,0,0
14/02/1992,PHL,Ash fall,0,Taal
11/07/1992,PHL,Tropical cyclone,0,Eli (Konsing)
16/08/1992,PHL,--,0,Gloring
/12/1992,PHL,--,0,0
06/02/1993,PHL,Ash fall,488,Mayon
26/06/1993,PHL,Tropical cyclone,442,Koryn (Goring)
06/12/1993,PHL,Tropical cyclone,50000,Lola (Monang) and Manny (Naning)
01/02/1993,PHL,Riverine flood,37000,0
26/12/1993,PHL,Tropical cyclone,17000,Nell (Puring)
/02/1993,PHL,--,40000,0
05/02/1994,PHL,Landslide,0,0
19/07/1994,PHL,Tropical cyclone,37600,Yunya (Norming)
23/06/1994,PHL,Tropical cyclone,0,Sharon (Gading)
24/05/1994,PHL,Coastal flood,37,0
19/09/1994,PHL,Landslide,24000,0
15/07/1994,PHL,Tropical cyclone,1700,Oyang
18/10/1994,PHL,Tropical cyclone,67400,Teresa (Katring)
07/07/1994,PHL,Tropical cyclone,0,Vanessa
22/07/1994,PHL,Riverine flood,1600,0
21/04/1995,PHL,Ground movement,0,0
28/08/1995,PHL,Tropical cyclone,0,Kent (Gening)
04/09/1995,PHL,Flash flood,700300,0
03/11/1995,PHL,Tropical cyclone,244000,Angela (Rosing)
28/11/1995,PHL,--,0,0
10/12/1995,PHL,--,0,0
25/12/1995,PHL,--,0,Dan (Trining)
29/07/1995,PHL,Tropical cyclone,5000,Karing
30/06/1996,PHL,--,0,0
06/11/1996,PHL,--,4150,Ernie
18/08/1997,PHL,Tropical cyclone,5000,Winnie
20/10/1997,PHL,Tropical cyclone,0,Ivan
02/04/1998,PHL,Forest fire,0,0
13/10/1998,PHL,Tropical cyclone,50000,Zeb (Iliang)
11/12/1998,PHL,Tropical cyclone,27399,Faith (Norming)
20/02/1999,PHL,Flash flood,6000,0
/04/1999,PHL,Landslide,0,0
30/07/1999,PHL,Flash flood,18000,0
05/10/1999,PHL,Tropical cyclone,1800,Dan (Pepang)
12/12/1999,PHL,Ground movement,1794,0
04/06/1999,PHL,--,2210,Gening
18/08/1999,PHL,--,4007,Luding
15/10/1999,PHL,--,0,Reming
04/08/1999,PHL,Landslide,0,0
22/01/2000,PHL,Coastal flood,0,0
18/05/2000,PHL,Tropical cyclone,1201,Biring
07/07/2000,PHL,Tropical cyclone,25763,Kai-Tak (Edeng)
04/09/2000,PHL,Coastal flood,0,Maring
03/11/2000,PHL,Tropical cyclone,31000,Bebinca (Seniang)
30/11/2000,PHL,Tropical cyclone,1000,Rumbia (Toyang)
15/01/2001,PHL,Riverine flood,0,0
/07/2001,PHL,Tropical cyclone,68565,Utor (Feria)
25/07/2001,PHL,Ash fall,1788,Mt. Mayon
08/11/2001,PHL,Tropical cyclone,22700,Lingling (Nanang)
17/08/2001,PHL,--,293,TD Jolina
04/01/2002,PHL,Riverine flood,392,0
21/03/2002,PHL,Riverine flood,1450,0
13/07/2002,PHL,Tropical cyclone,5664,Halong (Anday)
28/06/2002,PHL,Tropical cyclone,0,Rammasun (Florita)
20/03/2002,PHL,--,3292,TD Caloy
11/08/2002,PHL,--,3340,TD Milenyo
26/05/2003,PHL,Tropical cyclone,4000,Linfa (Chedeng)
15/06/2003,PHL,Tropical cyclone,2455,Soudelor (Egay)
19/12/2003,PHL,Landslide,7000,0
30/07/2003,PHL,Tropical cyclone,146,Ineng
20/08/2003,PHL,--,73,Nina (Krovanh)
23/01/2004,PHL,Riverine flood,0,0
13/05/2004,PHL,Tropical cyclone,1000,Nida (Dindo/04W)
25/06/2004,PHL,Tropical cyclone,19667,Mindulle (Igme/10W)
25/08/2004,PHL,Tropical cyclone,0,Aere (Marce/20W)
23/11/2004,PHL,Tropical cyclone,0,Merbok (Violeta)
30/11/2004,PHL,Tropical cyclone,34000,Nanmadol (Yoyong/30W)
15/03/2005,PHL,Tropical cyclone,0,Roke (Auring/02W)
15/09/2005,PHL,Tropical cyclone,2000,Damrey
26/01/2006,PHL,Flash flood,9600,0
17/02/2006,PHL,Landslide,2203,0
11/05/2006,PHL,Tropical cyclone,3328,Chanchu (Caloy)
24/07/2006,PHL,Tropical cyclone,471,Kaemi
30/06/2006,PHL,Tropical cyclone,645,Henry
/08/2006,PHL,--,0,0
27/09/2006,PHL,Tropical cyclone,113000,Xangsane (Milenyo)
30/10/2006,PHL,Tropical cyclone,9077,Cimaron (Paeng)
13/11/2006,PHL,Tropical cyclone,0,Queenie (Chebi)
11/12/2006,PHL,Tropical cyclone,0,Utor (Seniang)
10/01/2007,PHL,Riverine flood,4080,0
17/08/2007,PHL,Tropical cyclone,492,Sepat
29/09/2007,PHL,Tropical cyclone,0,Lekima
18/11/2007,PHL,Coastal flood,2520,0
25/11/2007,PHL,Tropical cyclone,5000,Mitag (Mina) (23)
18/11/2007,PHL,Tropical cyclone,1000,Hagibis (Lando) (24)
29/09/2007,PHL,Tropical cyclone,260,Hanna
31/07/2007,PHL,Ash fall,0,Mt. Bulusan
12/02/2008,PHL,Riverine flood,30733,0
18/05/2008,PHL,Tropical cyclone,99174,Halong (Cosme)
28/07/2008,PHL,Tropical cyclone,40,"Tropical Storm ""Fung-Wong"" (Igme)"
06/06/2008,PHL,Flash flood,0,0
06/09/2008,PHL,Landslide,0,0
06/11/2008,PHL,Tropical cyclone,0,"Tropical Storm ""Maysak"" (Quinta-Sony)"
01/12/2008,PHL,Riverine flood,0,0
13/05/2008,PHL,Tropical cyclone,280,"TYphoon ""Rammasun"" (Butchoy)"
17/06/2008,PHL,Riverine flood,173,0
04/09/2008,PHL,Riverine flood,4137,0
02/01/2009,PHL,Riverine flood,6354,0
08/01/2009,PHL,Flash flood,0,0
29/04/2009,PHL,Tropical cyclone,25810,"Typhhon ""Dante"" (Kujira)"
15/05/2009,PHL,Convective storm,5,0
18/05/2009,PHL,Riverine flood,0,0
18/07/2009,PHL,Tropical cyclone,0,"Tropical Storm ""Isang"" (Molave)"
04/07/2009,PHL,Flash flood,22960,0
04/08/2009,PHL,Tropical cyclone,25000,Typhoon Morakot (Kiko)
08/09/2009,PHL,Tropical cyclone,6303,Tropical depression Maring
18/09/2009,PHL,Ground movement,90,0
29/09/2009,PHL,Tropical cyclone,585379,"Typhoon ""Pepeng"" (Parma)"
25/11/2009,PHL,Tropical cyclone,12,"Tropical depression ""Urduja"""
01/08/2009,PHL,Tropical cyclone,2888,Goni (Jolina)
01/01/2010,PHL,Landslide,78,0
28/05/2010,PHL,Riverine flood,0,0
12/07/2010,PHL,Tropical cyclone,8675,Typhoon Conson (Basyang)
09/08/2010,PHL,Tropical cyclone,0,Tropical storm Ester (Dianmu)
10/09/2010,PHL,Flash flood,3156,0
01/11/2010,PHL,Riverine flood,0,0
24/12/2010,PHL,Flash flood,47411,0
01/02/2011,PHL,Riverine flood,0,0
21/02/2011,PHL,Ash fall,0,Mt. Bulusan
08/05/2011,PHL,Tropical cyclone,31259,Typhoon Bebeng (Aere)
31/05/2011,PHL,Riverine flood,10666,0
21/06/2011,PHL,Tropical cyclone,12869,"Topical storm ""Meari"" (Falcon)"
26/07/2011,PHL,Tropical cyclone,63258,Topical storm Juaning (Nock-ten)
05/08/2011,PHL,Riverine flood,0,0
27/08/2011,PHL,Tropical cyclone,34452,Typhoon Mina (Nanmadol)
01/10/2011,PHL,Tropical cyclone,2655,Typhoon Quiel (Nalgae)
07/10/2011,PHL,Flash flood,0,0
07/11/2011,PHL,Ground movement,0,0
09/11/2011,PHL,Flash flood,178881,0
25/12/2011,PHL,Riverine flood,0,0
20/05/2011,PHL,Tropical cyclone,431,Typhoon Chedeng (Songda)
17/03/2011,PHL,Ash fall,0,Mt. Taal 
20/07/2011,PHL,Flash flood,0,0
05/01/2012,PHL,Landslide,0,0
06/02/2012,PHL,Ground movement,8900,0
20/02/2012,PHL,Riverine flood,0,0
09/06/2012,PHL,Flash flood,0,0
06/08/2012,PHL,Riverine flood,72330,0
20/08/2012,PHL,Tropical cyclone,99,Typhoon Igme (Tembin)
21/09/2012,PHL,Tropical cyclone,0,Typhoon Lawin (Jelawat)
25/10/2012,PHL,Tropical cyclone,1339,Typhoon Son Tinh (Ofel)
13/09/2012,PHL,Tropical cyclone,0,Typhoon Karen
04/12/2012,PHL,Tropical cyclone,898352,Typhoon Bopha
12/06/2012,PHL,Riverine flood,1000,0
03/01/2013,PHL,Tropical cyclone,0,Tropcal storm Auring
12/08/2013,PHL,Tropical cyclone,32431,Tropical storm Utor (Labuyo)
01/08/2013,PHL,Riverine flood,36000,0
20/02/2013,PHL,Tropical cyclone,1680,Tropical depression Crising (Shanshan)
23/09/2013,PHL,Riverine flood,4000,0
08/11/2013,PHL,Tropical cyclone,10000000,Typhoon Haiyan (Yolanda)
31/10/2013,PHL,Tropical cyclone,4729,Typhoon Krosa (Vinta)
31/01/2014,PHL,Tropical cyclone,3200,Topical storm Basyang (Kajiki)
22/07/2014,PHL,Tropical cyclone,0,Typhoon Henry (Matmo)
17/09/2014,PHL,Tropical cyclone,75783,Tropical strom Fung-Wong (Mario)
10/09/2014,PHL,Tropical cyclone,19183,Typhoon Kalmaegi (Luis)
27/11/2014,PHL,Tropical cyclone,0,Tropical storm 'Sinlaku' (Queenie)
28/12/2014,PHL,Tropical cyclone,17688,Tropical storm 'Jangmi' (Seniang)
19/01/2015,PHL,Tropical cyclone,1000,Tropical storm 'Amang' (Mekkhala)
11/05/2015,PHL,Tropical cyclone,348,Typhoon Noul (Dodong)
04/07/2015,PHL,Tropical cyclone,2218,Tropical cyclone Linfa (Egay)
07/07/2015,PHL,--,86,0
05/08/2015,PHL,Riverine flood,0,0
30/07/2015,PHL,--,114,0
14/10/2015,PHL,Tropical cyclone,210985,Typhoon Koppu (Lando)
14/12/2015,PHL,Tropical cyclone,135217,Typhoon Melor (Nona)
08/07/2016,PHL,Tropical cyclone,0,Typhoon Butchoy (Nepartak)
16/10/2016,PHL,Tropical cyclone,11490,Typhoon Karen (Sarika)
29/07/2016,PHL,--,0,Typhoon Carina (Nida)
18/08/2016,PHL,--,0,0
28/09/2016,PHL,Tropical cyclone,0,Typhoon Helen (Megi)
30/03/2016,PHL,Ground movement,0,0
04/08/1977,POL,--,0,0
/01/1982,POL,Riverine flood,53000,0
/01/1983,POL,Convective storm,2000,0
/05/1987,POL,Riverine flood,500000,0
01/07/1992,POL,Forest fire,0,0
04/01/1997,POL,Cold wave,0,0
23/07/1998,POL,Riverine flood,0,0
04/12/1999,POL,Extra-tropical storm,10000,Anatol
/12/2000,POL,Cold wave,0,0
10/10/2001,POL,Cold wave,0,0
27/10/2002,POL,Extra-tropical storm,50,Jeannet
27/07/2004,POL,Riverine flood,0,0
/02/2005,POL,Convective storm,0,0
/10/2005,POL,Severe winter conditions,0,0
18/01/2007,POL,Extra-tropical storm,100000,Kyrill
01/03/2008,POL,Extra-tropical storm,50000,Emma
22/06/2009,POL,Riverine flood,100000,0
01/11/2009,POL,Cold wave,0,0
07/08/2010,POL,Flash flood,0,0
/11/2011,POL,Cold wave,0,0
14/07/2012,POL,Convective storm,5900,0
01/12/2012,POL,Cold wave,0,0
07/12/2013,POL,Extra-tropical storm,0,Storm Xaver
19/07/2015,POL,Convective storm,0,0
02/01/2016,POL,Cold wave,0,0
06/09/1966,PRT,Forest fire,0,0
17/01/1973,PRT,--,0,0
/02/1979,PRT,--,2100,0
18/11/1983,PRT,--,95000,0
/04/1983,PRT,Drought,95000,0
15/06/1986,PRT,Forest fire,0,0
//1991,PRT,Forest fire,0,0
22/12/1996,PRT,Riverine flood,0,0
/04/1997,PRT,Drought,10000,0
26/01/2001,PRT,Riverine flood,0,0
26/12/2002,PRT,Riverine flood,0,0
/08/2003,PRT,Forest fire,1730000,0
/07/2004,PRT,Forest fire,0,0
15/05/2005,PRT,Forest fire,1650000,0
/07/2006,PRT,Heat wave,0,0
18/02/2008,PRT,Riverine flood,0,0
20/02/2010,PRT,Riverine flood,1350000,0
/12/2010,PRT,Cold wave,0,0
/01/2013,PRT,Forest fire,0,0
04/01/2014,PRT,Convective storm,0,0
01/11/2015,PRT,Flash flood,0,0
08/08/2016,PRT,Forest fire,157000,0
06/09/1966,PRT,Forest fire,0,0
17/01/1973,PRT,--,0,0
/02/1979,PRT,--,2100,0
18/11/1983,PRT,--,95000,0
/04/1983,PRT,Drought,95000,0
15/06/1986,PRT,Forest fire,0,0
//1991,PRT,Forest fire,0,0
22/12/1996,PRT,Riverine flood,0,0
/04/1997,PRT,Drought,10000,0
26/01/2001,PRT,Riverine flood,0,0
26/12/2002,PRT,Riverine flood,0,0
/08/2003,PRT,Forest fire,1730000,0
/07/2004,PRT,Forest fire,0,0
15/05/2005,PRT,Forest fire,1650000,0
/07/2006,PRT,Heat wave,0,0
18/02/2008,PRT,Riverine flood,0,0
20/02/2010,PRT,Riverine flood,1350000,0
/12/2010,PRT,Cold wave,0,0
/01/2013,PRT,Forest fire,0,0
04/01/2014,PRT,Convective storm,0,0
01/11/2015,PRT,Flash flood,0,0
//1918,PRI,Ground movement,0,0
/09/1932,PRI,Tropical cyclone,30000,San Ciprian
/10/1970,PRI,--,0,0
/08/1979,PRI,Tropical cyclone,0,0
07/10/1985,PRI,--,0,0
17/09/1989,PRI,Tropical cyclone,0,Hugo
05/01/1992,PRI,Riverine flood,200000,0
03/09/1995,PRI,Tropical cyclone,200000,Luis
03/09/1996,PRI,Tropical cyclone,500000,Hortense
15/11/1999,PRI,Tropical cyclone,150000,Lenny
16/04/2003,PRI,Riverine flood,0,0
23/05/2004,PRI,Riverine flood,0,0
14/09/2004,PRI,Tropical cyclone,100000,Jeanne
04/08/2011,PRI,Tropical cyclone,0,"Tropical storm ""Emily"""
25/08/2012,PRI,Tropical cyclone,0,Hurricane Isaac
26/01/1948,REU,Tropical cyclone,0,0
27/01/1980,REU,Tropical cyclone,67000,Hyacinthe
/04/1984,REU,Tropical cyclone,0,Kamisy
29/01/1989,REU,Tropical cyclone,50000,Firinga
30/01/2000,REU,Tropical cyclone,0,Connie
25/02/2007,REU,Tropical cyclone,0,Gamède
06/10/1908,ROU,Ground movement,0,0
14/06/1913,ROU,Ground movement,0,0
//1926,ROU,--,0,0
01/05/1928,ROU,Convective storm,0,0
10/11/1940,ROU,Ground movement,10000,0
09/12/1945,ROU,Ground movement,0,0
/07/1975,ROU,--,50000,0
/05/1983,ROU,Drought,0,0
30/05/1990,ROU,Ground movement,0,0
02/12/1991,ROU,Ground movement,0,0
08/03/1993,ROU,Cold wave,0,0
26/05/1994,ROU,Convective storm,0,0
/05/1994,ROU,Heat wave,0,0
04/07/1996,ROU,Heat wave,0,0
20/06/1997,ROU,--,0,0
03/08/1998,ROU,Heat wave,0,0
/03/1999,ROU,--,0,0
09/07/1999,ROU,Riverine flood,50000,0
/03/2000,ROU,Riverine flood,500,0
/07/2000,ROU,Heat wave,0,0
04/03/2001,ROU,Riverine flood,15000,0
01/12/2001,ROU,Cold wave,0,0
/08/2002,ROU,Flash flood,0,0
07/12/2002,ROU,Cold wave,0,0
02/01/2003,ROU,Flash flood,0,0
01/07/2004,ROU,Heat wave,0,0
22/07/2004,ROU,--,0,0
27/08/2004,ROU,Flash flood,0,0
17/03/2005,ROU,Riverine flood,0,0
02/07/2005,ROU,Riverine flood,0,0
14/08/2005,ROU,Riverine flood,313000,0
20/01/2006,ROU,Severe winter conditions,0,0
/03/2006,ROU,Riverine flood,0,0
07/04/2006,ROU,Riverine flood,0,0
19/06/2006,ROU,Riverine flood,0,0
29/06/2006,ROU,Heat wave,0,0
/06/2007,ROU,Heat wave,0,0
25/08/2007,ROU,Riverine flood,0,0
10/12/2007,ROU,Cold wave,0,0
26/07/2008,ROU,Riverine flood,0,0
23/01/2009,ROU,Riverine flood,0,0
20/12/2009,ROU,Cold wave,0,0
21/06/2010,ROU,Riverine flood,1111428,0
11/09/2013,ROU,Riverine flood,11000,0
19/04/2014,ROU,Riverine flood,0,0
27/05/2015,ROU,--,0,0
09/10/2016,ROU,Riverine flood,0,0
07/07/1992,RUS,Forest fire,0,0
26/11/1992,RUS,Avalanche,2600,0
28/01/1993,RUS,Avalanche,0,0
//1993,RUS,Avalanche,0,0
//1993,RUS,Drought,0,0
26/03/1994,RUS,Convective storm,5800,0
10/07/1994,RUS,Tropical cyclone,60000,Tim
/12/1994,RUS,Cold wave,0,0
17/03/1994,RUS,Riverine flood,0,0
15/03/1995,RUS,--,0,0
29/06/1995,RUS,Convective storm,0,0
01/11/1995,RUS,Cold wave,0,0
14/06/1995,RUS,Heat wave,0,0
29/12/1996,RUS,Avalanche,0,0
01/08/1996,RUS,Flash flood,140000,0
14/07/1997,RUS,Forest fire,0,0
15/04/1997,RUS,Riverine flood,174100,0
17/05/1998,RUS,Riverine flood,0,0
20/06/1998,RUS,--,160000,0
16/11/1998,RUS,Cold wave,0,0
/07/1998,RUS,Drought,0,0
/01/1999,RUS,Cold wave,0,0
/07/1999,RUS,Forest fire,113336,0
/10/1999,RUS,Riverine flood,0,0
/12/1999,RUS,Cold wave,0,0
/02/2000,RUS,Cold wave,0,0
14/04/2000,RUS,Riverine flood,0,0
/05/2000,RUS,Forest fire,0,0
13/05/2000,RUS,--,0,0
/08/2000,RUS,Coastal flood,7000,0
19/07/2000,RUS,--,0,0
04/08/2000,RUS,Ground movement,920,0
28/08/2000,RUS,Coastal flood,1622,0
13/09/2000,RUS,Tropical cyclone,50,Saomai
10/10/2000,RUS,Cold wave,0,0
12/05/2001,RUS,Riverine flood,241000,0
03/03/2001,RUS,Convective storm,0,0
/07/2001,RUS,Heat wave,0,0
01/10/2001,RUS,Forest fire,0,0
/05/2001,RUS,Forest fire,0,0
29/01/2002,RUS,--,3000,0
19/06/2002,RUS,Flash flood,443000,0
08/08/2002,RUS,Riverine flood,500000,0
/07/2002,RUS,Forest fire,0,0
02/10/2002,RUS,Tropical cyclone,0,Hygos
/04/2003,RUS,Forest fire,0,0
29/07/2003,RUS,Riverine flood,0,0
//2003,RUS,Drought,0,0
14/04/2004,RUS,Riverine flood,50000,0
31/05/2004,RUS,Ground movement,0,0
22/07/2004,RUS,Tropical cyclone,6000,0
10/09/2004,RUS,Tropical cyclone,0,Songda (Nina/22W)
11/01/2005,RUS,Avalanche,0,0
/04/2005,RUS,Riverine flood,0,0
09/05/2005,RUS,Riverine flood,21168,0
04/08/2005,RUS,Riverine flood,0,0
20/04/2006,RUS,Ground movement,55000,0
04/06/2006,RUS,Riverine flood,125000,0
19/01/2007,RUS,Convective storm,0,0
02/08/2007,RUS,Ground movement,420000,0
01/01/2010,RUS,Cold wave,0,0
/07/2010,RUS,"Land fire (Brush, Bush, Pastur",1800000,0
02/09/2010,RUS,Forest fire,0,0
03/12/2010,RUS,Cold wave,0,0
25/05/2011,RUS,Riverine flood,21015,0
26/08/2011,RUS,Riverine flood,0,0
20/04/2012,RUS,"Land fire (Brush, Bush, Pastur",0,0
11/07/2012,RUS,Flash flood,600000,0
09/10/2012,RUS,Riverine flood,0,0
01/06/2012,RUS,Drought,1140000,0
01/08/2013,RUS,Riverine flood,1000000,0
29/05/2014,RUS,Riverine flood,8000,0
25/06/2015,RUS,Riverine flood,0,0
04/06/2016,RUS,--,10000,0
/06/1974,RWA,--,0,0
