FRA,DEU,NGA,NLD,CIV,POL,Impact Score,Adjusted Trend
1,0,0,0,0,0,0.4,0.9899317598757188
1,0,0,0,0,0,0.5176091259055682,0.9513001123206278
1,0,0,0,0,0,0.7097284734298384,1.3203799044009992
1,0,0,0,0,0,0,0.9834145215589486
1,0,0,0,0,0,0.6075911761482777,0.7605556721245567
1,0,0,0,0,0,0.677085569208826,1.1921176144234389
1,0,0,0,0,0,0,0.9058384326834845
1,0,0,0,0,0,0.4,1.0871738628554684
1,0,0,0,0,0,0.5397940008672037,0.8924102828877787
1,0,0,0,0,0,0.49030899869919436,1.1361813619188041
1,0,0,0,0,0,0.6505149978319906,1.0356451594273008
1,0,0,0,0,0,0.6758154621967389,1.2476342755967342
1,0,0,0,0,0,0,0.7814355378025324
1,0,0,0,0,0,0.5816241299991783,1.1927522444633618
1,0,0,0,0,0,0.5685741738602264,1.0386487310204868
1,0,0,0,0,0,0.5965671971220107,0.9724668538545118
1,0,0,0,0,0,0.6380211241711606,0.9246137082986614
0,1,0,0,0,0,0.5556302500767287,0.9623346698465689
0,1,0,0,0,0,0.5176091259055682,1.310853317313371
0,1,0,0,0,0,0.6339695849505891,0.8991958271028271
0,1,0,0,0,0,0.7135132651376775,1.4398825247295568
0,1,0,0,0,0,0.6290034611362518,0.6798793675302248
0,1,0,0,0,0,0.5152288344383057,0.8778899145451392
0,1,0,0,0,0,0.5897627091290442,1.2660165029874588
0,1,0,0,0,0,0.6740362689494244,0.9345198501161501
0,1,0,0,0,0,0.6079181246047625,1.5147450421789037
0,1,0,0,0,0,0.6176091259055682,1.5147450421789037
0,1,0,0,0,0,0,1.3765790001453058
0,1,0,0,0,0,0.4845098040014257,1.3765790001453058
0,1,0,0,0,0,0.6,0.9202657114583798
0,1,0,0,0,0,0,0.7843905644576497
0,1,0,0,0,0,0.7247973266361807,1.191587154986481
0,1,0,0,0,0,0.5602059991327962,1.3184581801285116
0,1,0,0,0,0,0.6301029995663981,0.93631521048473
0,0,1,0,0,0,0.44771212547196626,9.456641735283151e-06
0,0,0,1,0,0,0,0.9429095318354213
0,0,0,1,0,0,0.5724357804226426,0.7101353772393505
0,0,0,1,0,0,0.5477121254719662,1.1362490410260222
0,0,0,1,0,0,0,0.7438916712022247
0,0,0,1,0,0,0.5,1.1237929918116805
0,0,0,1,0,0,0.5740362689494244,1.7332706308939037
0,0,0,1,0,0,0,1.8207232375575728
0,0,0,1,0,0,0.44471580313422193,0.952215455318494
0,0,0,1,0,0,0,1.1637950909936834
0,0,0,1,0,0,0.4,1.1487278838005244
0,0,0,1,0,0,0.5926342446625654,0.9608443706660975
0,0,0,0,1,0,0,29.279701147006207
0,0,0,0,0,1,0.6544068044350275,3.30512442529816
0,0,0,0,0,1,0.4,5.286797878951635
0,0,0,0,0,1,0,0.005578610920409715
0,0,0,0,0,1,0.21760912590556813,251.44040345000232
0,0,0,0,0,1,0,1.018694991674744
0,0,0,0,0,1,0,0.3429462458908353
0,0,0,0,0,1,0,2.371854312751308
0,0,0,0,0,1,0.5,0.7444286856605461
0,0,0,0,0,1,0.4698970004336019,1.1087827718623853
0,0,0,0,0,1,0.5,5.3478826179635846
0,0,0,0,0,1,0.6488550716500444,0.4903057898919542
0,0,0,0,0,1,0.3770852011642144,1.0316560901636112
0,0,0,0,0,1,0,1.6625647902906935
0,0,0,0,0,1,0,1.8806463400599063
0,0,0,0,0,1,0,1.238266508737834
0,0,0,0,0,1,0,1.1029325736555449
