FRA,DEU,NGA,NLD,CIV,POL,Impact Score,Adjusted Trend
1,0,0,0,0,0,0.4,1.5058631981544064
1,0,0,0,0,0,0.5176091259055682,0.7023197192581224
1,0,0,0,0,0,0.7097284734298384,1.5927396487098189
1,0,0,0,0,0,0,0.9327677556849303
1,0,0,0,0,0,0.6075911761482777,0.5430602070041977
1,0,0,0,0,0,0.677085569208826,1.3941846188190645
1,0,0,0,0,0,0,0.981365838036908
1,0,0,0,0,0,0.4,0.7249087312108666
1,0,0,0,0,0,0.5397940008672037,0.9962299186900374
1,0,0,0,0,0,0.49030899869919436,0.8526645768025078
1,0,0,0,0,0,0.6505149978319906,0.11046899841017488
1,0,0,0,0,0,0.6758154621967389,3.805077834544626
1,0,0,0,0,0,0,3.86751556220944
1,0,0,0,0,0,0.5816241299991783,0.6928508735471441
1,0,0,0,0,0,0.5685741738602264,2.5451906154477246
1,0,0,0,0,0,0.6380211241711606,0.1593930136468295
0,1,0,0,0,0,0.5556302500767287,3.0932413635170297
0,1,0,0,0,0,0.5176091259055682,0.7236458045203603
0,1,0,0,0,0,0.6339695849505891,0.6137085953878406
0,1,0,0,0,0,0.7135132651376775,0.6428995912823063
0,1,0,0,0,0,0.6290034611362518,0.6655662246033692
0,1,0,0,0,0,0.5152288344383057,1.531504209064369
0,1,0,0,0,0,0.5897627091290442,2.246108859400737
0,1,0,0,0,0,0.6740362689494244,0.7057529415642201
0,1,0,0,0,0,0.6079181246047625,0.7945663315937562
0,1,0,0,0,0,0.6176091259055682,0.7945663315937562
0,1,0,0,0,0,0,1.7691202622978184
0,1,0,0,0,0,0.4845098040014257,1.7691202622978184
0,1,0,0,0,0,0.6,0.7810566357422281
0,1,0,0,0,0,0,1.3058028498511272
0,1,0,0,0,0,0.7247973266361807,1.3563377001360775
0,1,0,0,0,0,0.5602059991327962,1.0867814054383789
0,1,0,0,0,0,0.6301029995663981,0.9562221312261531
0,0,1,0,0,0,0.3826398782187618,0.00018856427458284236
0,0,1,0,0,0,0,75903.11338582677
0,0,1,0,0,0,0.44771212547196626,2.441729451326854
0,0,1,0,0,0,0,0.14101264234026517
0,0,0,1,0,0,0,0.8799818288844804
0,0,0,1,0,0,0.5724357804226426,0.5895818342118592
0,0,0,1,0,0,0.5477121254719662,0.1006603622986953
0,0,0,1,0,0,0,1.2988026172524554
0,0,0,1,0,0,0.5,2.3292000472829257
0,0,0,1,0,0,0.5740362689494244,1.263961596553538
0,0,0,1,0,0,0,0.8604360826847626
0,0,0,1,0,0,0.44471580313422193,1.0592488645498062
0,0,0,1,0,0,0,1.270873555379735
0,0,0,1,0,0,0.4,1.209308598665274
0,0,0,1,0,0,0.5926342446625654,0.7027027695609861
0,0,0,0,1,0,0,0.7900132386806944
0,0,0,0,1,0,0,1.1722272820696655
0,0,0,0,1,0,0,0.8618421867885131
0,0,0,0,0,1,0.6544068044350275,1.927173835380222
0,0,0,0,0,1,0,0.23833184905458452
0,0,0,0,0,1,0.4,1.1570844358912677
0,0,0,0,0,1,0,0.13433957033957034
0,0,0,0,0,1,0.21760912590556813,1.6222994862059716
0,0,0,0,0,1,0,0.0010811292076594824
0,0,0,0,0,1,0,270.28823529411767
0,0,0,0,0,1,0.5,0.0013275588152081657
0,0,0,0,0,1,0.4698970004336019,107.19672131147541
0,0,0,0,0,1,0.5,0.03762043125860223
0,0,0,0,0,1,0.6488550716500444,1.3455284552845528
0,0,0,0,0,1,0.3770852011642144,3.3564954682779455
0,0,0,0,0,1,0,12.423942394239424
0,0,0,0,0,1,0,0.5665435050351373
0,0,0,0,0,1,0,6.365089514066496
