YEAR,ISO,COMMODITY,TREND,ADJUSTED TREND,ADJUSTED DEATH,ADJUSTED $ LOSS,CIS
1997,FRA,1801,6.8010183686216745,1.5058631981544064,0.4983105666809317,3.685381852748055e-06,0.4,0.40000368538185277
1998,FRA,1801,6.647553231035914,0.7023197192581224,-0.23131194064203398,2.4035099039661228e-06,0.5176091259055682,0.5176115294154722
1999,FRA,1801,6.849698022298821,1.5927396487098189,0.5771949274483487,2.339416306527026e-05,0.7097284734298384,0.7097518675929037
2000,FRA,1801,6.81947154709568,0.9327677556849303,-0.022063681448477503,1.7625739295751568e-06,0,1.7625739295751568e-06
2002,FRA,1801,6.554319527918783,0.5430602070041977,-0.3759205743967974,4.4865518207367625e-06,0.6075911761482777,0.6075956627000985
2003,FRA,1801,6.6986398150419415,1.3941846188190645,0.3969057177723935,0.003126325449085535,0.677085569208826,0.6802118946579115
2004,FRA,1801,6.690470750885442,0.981365838036908,0.022063681448477403,1.7625739295751568e-06,0,1.7625739295751568e-06
2005,FRA,1801,6.550754081557615,0.7249087312108666,-0.21080097642943413,2.0830419167706397e-06,0.4,0.4000020830419168
2007,FRA,1801,6.549113661843839,0.9962299186900374,0.03556035969927168,8.011699679887076e-07,0.5397940008672037,0.5397948020371718
2008,FRA,1801,6.479891882820856,0.8526645768025078,-0.09479786915044355,8.011699679887076e-07,0.49030899869919436,0.49030979986916234
2009,FRA,1801,5.523132299227221,0.11046899841017488,-0.7687160989075279,2.8842118847593474e-06,0.6505149978319906,0.6505178820438754
2010,FRA,1801,6.103495844109766,3.805077834544626,2.5860118447510647,1.2978953481417063e-05,0.6758154621967389,0.6758284411502203
2012,FRA,1801,6.690927914010088,3.86751556220944,2.642705692199026,1.922807923172898e-06,0,1.922807923172898e-06
2013,FRA,1801,6.531567682871622,0.6928508735471441,-0.23990971180257875,6.409359743909661e-07,0.5816241299991783,0.5816247709351527
2014,FRA,1801,6.93728799612087,2.5451906154477246,1.4420263655778967,3.5251478591503136e-06,0.5685741738602264,0.5685776990080855
2016,FRA,1801,6.139757278042167,0.1593930136468295,-0.7242927869116348,8.011699679887076e-07,0.6380211241711606,0.6380219253411287
1997,DEU,1801,7.559355019991615,3.0932413635170297,3.253812651461913,3.1815048555062893e-06,0.5556302500767287,0.5556334315815842
1998,DEU,1801,7.418881068534358,0.7236458045203603,-0.22263074136390343,3.181504855506289e-07,0.5176091259055682,0.5176094440560537
1999,DEU,1801,7.206843274437432,0.6137085953878406,-0.3839200731502462,3.1815048555062893e-06,0.6339695849505891,0.6339727664554445
2002,DEU,1801,6.724349611459433,0.6428995912823063,-0.3410938429853442,5.196457930660272e-06,0.7135132651376775,0.7135184615956082
2003,DEU,1801,6.547540886219619,0.6655662246033692,-0.30783953199229874,0.0009936900165364642,0.6290034611362518,0.6299971511527883
2004,DEU,1801,6.7326590809442655,1.531504209064369,0.9625816473717439,2.1210032370041928e-07,0.5152288344383057,0.5152290465386294
2005,DEU,1801,7.084089881797294,2.246108859400737,2.0109810696749997,4.2420064740083856e-07,0.5897627091290442,0.5897631333296915
2007,DEU,1801,6.932742578750784,0.7057529415642201,-0.2488814342158725,2.0149530751539833e-06,0.6740362689494244,0.6740382839024995
2008,DEU,1801,6.832872737364876,0.7945663315937562,-0.11858294433628493,5.302508092510482e-07,0.6079181246047625,0.6079186548555717
2008,DEU,1801,6.832872737364876,0.7945663315937562,-0.11858294433628493,3.181504855506289e-07,0.6176091259055682,0.6176094440560537
2009,DEU,1801,7.080630094003852,1.7691202622978184,1.3111891365934665,1.0605016185020964e-07,0,1.0605016185020964e-07
2009,DEU,1801,7.080630094003852,1.7691202622978184,1.3111891365934665,1.0605016185020964e-07,0.4845098040014257,0.48450991005158756
2010,DEU,1801,6.9733126204529015,0.7810566357422281,-0.13840307469727262,2.333103560704612e-06,0.6,0.6000023331035607
2012,DEU,1801,7.089190232548937,1.3058028498511272,0.6314542547626395,6.363009711012578e-07,0,6.363009711012578e-07
2013,DEU,1801,7.221558065919436,1.3563377001360775,0.7055941415097872,1.166551780352306e-06,0.7247973266361807,0.7247984931879611
2014,DEU,1801,7.2577002650574585,1.0867814054383789,0.31012699263767873,8.484012948016771e-07,0.5602059991327962,0.560206847534091
2016,DEU,1801,7.2382590560363145,0.9562221312261531,0.11858294433628493,7.423511329514675e-07,0.6301029995663981,0.630103741917531
2000,NGA,1801,3.5017437296279943,0.00018856427458284236,-3.9285503652134505e-05,1.5229456919947107e-06,0.3826398782187618,0.3826414011644538
2009,NGA,1801,8.382003319733666,75903.11338582677,2.3093879805863153,1.3114254569954453e-06,0,1.3114254569954453e-06
2010,NGA,1801,8.769700861281477,2.441729451326854,3.5000791841149145e-05,1.692161879994123e-06,0.44771212547196626,0.44771381763384627
2016,NGA,1801,7.918958911897748,0.14101264234026517,-3.500079184114915e-05,1.945986161993241e-06,0,1.945986161993241e-06
1997,NLD,1801,7.726800535862888,0.8799818288844804,-0.5862185365219663,1.3153221959553181e-06,0,1.3153221959553181e-06
1998,NLD,1801,7.497344629738498,0.5895818342118592,-1.0635388776240955,0.0,0.5724357804226426,0.5724357804226426
2002,NLD,1801,6.953030005406666,0.1006603622986953,-1.8671620457609808,2.6306443919106363e-06,0.5477121254719662,0.5477147561163581
2003,NLD,1801,7.066573160520127,1.2988026172524554,0.1021825834223793,0.0006346429595484411,0,0.0006346429595484411
2005,NLD,1801,7.563140410353652,2.3292000472829257,1.7958108953903575,0.0,0.5,0.5
2007,NLD,1801,7.664874289158994,1.263961596553538,0.044915613073080334,4.603627685843614e-06,0.5740362689494244,0.5740408725771102
2008,NLD,1801,7.599592903545625,0.8604360826847626,-0.6183451977282193,0.0,0,0.0
2010,NLD,1801,8.047840612301469,1.0592488645498062,-0.2915635634438689,0.0,0.44471580313422193,0.44471580313422193
2012,NLD,1801,8.151942955198058,1.270873555379735,0.05627655868302621,6.576610979776591e-07,0,6.576610979776591e-07
2013,NLD,1801,8.234480096088305,1.209308598665274,-0.044915613073080334,1.3153221959553181e-06,0.4,0.40000131532219596
