YEAR,ISO,COMMODITY,TREND,ADJUSTED TREND,ADJUSTED DEATH,ADJUSTED $ LOSS,CIS
1995,FRA,1701,2813245440,1.137616145,0.1399516857,2.5637438975638643e-06,0.5845098040014257,0.5845123677453232
1996,FRA,1701,2647195136,0.9409755361,-0.05709262917999999,8.011699679887076e-07,0.37788744720027395,0.37788824837024193
1997,FRA,1701,2792624896,1.054937303,0.05710310222,3.685381852748055e-06,0.4,0.40000368538185277
1998,FRA,1701,2963756288,1.061279763,0.06345858394,2.4035099039661228e-06,0.5176091259055682,0.5176115294154722
1999,FRA,1701,2747616512,0.9270723518,-0.07102435688999999,2.339416306527026e-05,0.7097284734298384,0.7097518675929037
2000,FRA,1701,2991903400,1.088908655,0.09114419812999999,1.7625739295751568e-06,0,1.7625739295751568e-06
2001,FRA,1701,2771800612,0.9264338588,-0.0716641607,2.723977891161606e-06,0.5121723945637366,0.5121751185416278
2002,FRA,1701,2705037606,0.9759134890000001,-0.02208294821,4.4865518207367625e-06,0.6075911761482777,0.6075956627000985
2003,FRA,1701,2546794724,0.9415006720999999,-0.056566415079999995,0.003126325449085535,0.677085569208826,0.6802118946579115
2004,FRA,1701,2160222300,0.8482121781,-0.1500464315,1.7625739295751568e-06,0,1.7625739295751568e-06
2005,FRA,1701,2391958121,1.1072740620000001,0.1095473098,2.0830419167706397e-06,0.4,0.4000020830419168
2006,FRA,1701,2441292500,1.020625101,0.02272045781,0.00022320595308165394,0,0.00022320595308165394
2007,FRA,1701,1963446206,0.8042650383,-0.1940837953,8.011699679887076e-07,0.5397940008672037,0.5397948020371718
2008,FRA,1701,1983565918,1.010247142,0.012321192199999999,8.011699679887076e-07,0.49030899869919436,0.49030979986916234
2009,FRA,1701,2249800414,1.13422014,0.1365487088,2.8842118847593474e-06,0.6505149978319906,0.6505178820438754
2010,FRA,1701,2339178093,1.039726937,0.041861509500000005,1.2978953481417063e-05,0.6758154621967389,0.6758284411502203
2011,FRA,1701,2338152748,0.9995616643999999,0.001613777231,9.61403961586449e-07,0,9.61403961586449e-07
2012,FRA,1701,2186873889,0.9352998390999999,-0.06277997843,1.922807923172898e-06,0,1.922807923172898e-06
2013,FRA,1701,1824194733,0.8341563462999999,-0.1641311201,6.409359743909661e-07,0.5816241299991783,0.5816247709351527
2014,FRA,1701,1998696235,1.09565947,0.0979088732,3.5251478591503136e-06,0.5685741738602264,0.5685776990080855
2015,FRA,1701,2287081569,1.144286725,0.1466359602,0.0005284517108853515,0.5965671971220107,0.597095648832896
2016,FRA,1701,2119561626,0.9267538398,-0.07134352278,8.011699679887076e-07,0.6380211241711606,0.6380219253411287
1992,DEU,1701,1436861056,0.8796756004,-0.1388984361,1.0605016185020964e-07,0.49036325160842376,0.49036335765858563
1993,DEU,1701,1660674176,1.155765318,0.13136174609999998,1.166551780352306e-06,0.6004321373782642,0.6004333039300446
1994,DEU,1701,1410848512,0.8495637088,-0.1683745259,1.3786521040527252e-06,0.6157970243604713,0.6157984030125754
1995,DEU,1701,1425680768,1.010513004,-0.010823617649999999,5.302508092510482e-07,0.5723947976431644,0.5723953278939736
1996,DEU,1701,1223896064,0.8584643151000001,-0.1596618527,0.0,0.2698970004336019,0.2698970004336019
1997,DEU,1701,1342756352,1.097116325,0.07395110522000001,3.1815048555062893e-06,0.5556302500767287,0.5556334315815842
1998,DEU,1701,1422741248,1.059567691,0.03719529756,3.181504855506289e-07,0.5176091259055682,0.5176094440560537
1999,DEU,1701,1404519296,0.9871923640000001,-0.0336518506,3.1815048555062893e-06,0.6339695849505891,0.6339727664554445
2001,DEU,1701,1648694325,1.164101984,0.1395223856,6.363009711012578e-07,0.5477121254719662,0.5477127617729374
2002,DEU,1701,1085395423,0.6583363614,-0.355564176,5.196457930660272e-06,0.7135132651376775,0.7135184615956082
2003,DEU,1701,1126238842,1.03762999,0.01572080298,0.0009936900165364642,0.6290034611362518,0.6299971511527883
2004,DEU,1701,1057467731,0.9389373653,-0.08088796224,2.1210032370041928e-07,0.5152288344383057,0.5152290465386294
2005,DEU,1701,1811563615,1.713114795,0.676942987,4.2420064740083856e-07,0.5897627091290442,0.5897631333296915
2006,DEU,1701,1312380600,0.7244463231,-0.2908501026,2.4391537225548218e-06,0,2.4391537225548218e-06
2007,DEU,1701,617946608,0.470859298,-0.5390827281,2.0149530751539833e-06,0.6740362689494244,0.6740382839024995
2008,DEU,1701,785444200,1.27105512,0.24421724460000002,5.302508092510482e-07,0.6079181246047625,0.6079186548555717
2008,DEU,1701,785444200,1.27105512,0.24421724460000002,3.181504855506289e-07,0.6176091259055682,0.6176094440560537
2009,DEU,1701,1059831407,1.349340166,0.3208493295,1.0605016185020964e-07,0,1.0605016185020964e-07
2009,DEU,1701,1059831407,1.349340166,0.3208493295,1.0605016185020964e-07,0.4845098040014257,0.48450991005158756
2010,DEU,1701,1103454517,1.041160424,0.01917669297,2.333103560704612e-06,0.6,0.6000023331035607
2011,DEU,1701,1003653606,0.909555936,-0.1096490132,4.2420064740083856e-07,0,4.2420064740083856e-07
2012,DEU,1701,1008695803,1.005023842,-0.01619687805,6.363009711012578e-07,0,6.363009711012578e-07
2013,DEU,1701,866820526,0.8593478068000001,-0.1587970156,1.166551780352306e-06,0.7247973266361807,0.7247984931879611
2014,DEU,1701,1096052423,1.264451395,0.2377529545,8.484012948016771e-07,0.5602059991327962,0.560206847534091
2016,DEU,1701,1093741877,1.220011708,0.1942515957,7.423511329514675e-07,0.6301029995663981,0.630103741917531
2000,NGA,1701,8107850,1.281781108,18024.01007,1.5229456919947107e-06,0.3826398782187618,0.3826414011644538
2001,NGA,1701,11285600,1.3919349769999998,25088.64197,8.460809399970614e-06,0.3477121254719663,0.34772058628136626
2002,NGA,1701,1342340,0.1189427235,2983.2303469999997,2.5382428199911845e-06,0,2.5382428199911845e-06
2003,NGA,1701,7294740,5.434345992999999,16216.340230000002,6.768647519976491e-07,0.34099331233312946,0.3409939891978815
2007,NGA,1701,3183328,0.4363867664,7076.03266,3.849668276986629e-06,0,3.849668276986629e-06
2009,NGA,1701,214700,5802.702703,476.31145269999996,1.3114254569954453e-06,0,1.3114254569954453e-06
2010,NGA,1701,158057,0.7361760596,350.3852645,1.692161879994123e-06,0.44771212547196626,0.44771381763384627
2011,NGA,1701,147538,0.9334480598999999,326.99989339999996,7.82624869497282e-06,0.36532125137753435,0.36532907762622935
2012,NGA,1701,3556253,24.10397999,7905.102868000001,1.5990929765944463e-05,0.5699837725867246,0.5699997635164905
2013,NGA,1701,19675076,5.532529885,43739.75039,8.037768929972084e-07,0,8.037768929972084e-07
2014,NGA,1701,81128,0.0041233894089999995,179.36014690000002,6.345607049977961e-07,0,6.345607049977961e-07
2016,NGA,1701,394949,4.86822059,877.0329806,1.945986161993241e-06,0,1.945986161993241e-06
1993,NLD,1701,524966624,1.46154306,0.3351251491,6.576610979776591e-07,0.4724275869600789,0.4724282446211769
1994,NLD,1701,467069568,0.889712882,-0.18724389530000002,0.0,0.3301029995663981,0.3301029995663981
1995,NLD,1701,355777504,0.7617227248,-0.3041633912,6.576610979776591e-07,0.6071882007306125,0.6071888583917106
1997,NLD,1701,334601536,1.34128839,0.2252720506,1.3153221959553181e-06,0,1.3153221959553181e-06
1998,NLD,1701,294972635,0.8815638999,-0.19468802149999997,0.0,0.5724357804226426,0.5724357804226426
2002,NLD,1701,239422205,0.7556239426000001,-0.3097346519,2.6306443919106363e-06,0.5477121254719662,0.5477147561163581
2003,NLD,1701,226757632,0.9471035988,-0.134817257,0.0006346429595484411,0,0.0006346429595484411
2005,NLD,1701,404784840,1.629030009,0.4881251148,0.0,0.5,0.5
2006,NLD,1701,459187491,1.134398934,0.03627774466,0.0006576610979776591,0,0.0006576610979776591
2007,NLD,1701,291303304,0.6343885879,-0.42048361,4.603627685843614e-06,0.5740362689494244,0.5740408725771102
2008,NLD,1701,279084402,0.9580543652,-0.1248136902,0.0,0,0.0
2010,NLD,1701,231951184,0.4251463943,-0.6116271504,0.0,0.44471580313422193,0.44471580313422193
2012,NLD,1701,257546084,0.9982106584,-0.08813076357,6.576610979776591e-07,0,6.576610979776591e-07
2013,NLD,1701,339233609,1.3171763429999999,0.2032456033,1.3153221959553181e-06,0.4,0.40000131532219596
2016,NLD,1701,483317008,1.0298486820000001,-0.059229308429999995,0.0,0.5926342446625654,0.5926342446625654
1996,CIV,1701,27548312,2.530321585,-0.43879984340000006,1.2316505295081164e-05,0,1.2316505295081164e-05
2007,CIV,1701,78793,0.051983532689999994,-0.9884705695999999,0.0,0,0.0
2008,CIV,1701,5333325,67.68780222,14.01248119,2.6392511346602493e-06,0,2.6392511346602493e-06
2009,CIV,1701,6079376,1.139884781,-0.7471848949,1.1876630105971123e-05,0,1.1876630105971123e-05
2010,CIV,1701,5071526,0.8342181829,-0.8149787056000001,7.917753403980748e-06,0,7.917753403980748e-06
2014,CIV,1701,17968331,1.464823285,-0.675116767,2.0234258699061914e-05,0,2.0234258699061914e-05
2015,CIV,1701,124345,0.006920230933,-0.9984651616,7.038003025760666e-06,0,7.038003025760666e-06
1997,POL,1701,523551936,3.264117319,0.17123876789999998,2.6239950256491462e-05,0.6544068044350275,0.654433044385284
1998,POL,1701,339873792,0.649169201,-0.7670634782,1.8243013035465493e-05,0,1.8243013035465493e-05
1999,POL,1701,410774044,1.208607588,-0.5663243922,3.923497324065867e-05,0.4,0.4000392349732407
2000,POL,1701,426945744,1.039368846,-0.6270510624,2.099196020519317e-05,0,2.099196020519317e-05
2001,POL,1701,293311199,0.6869987654,-0.753489379,6.7474157802406624e-06,0.5845098040014257,0.5845165514172059
2002,POL,1701,206979449,0.7056650059999999,-0.7467915117,6.972329639582017e-05,0.21760912590556813,0.21767884920196395
2003,POL,1701,423976182,2.048397481,-0.2649888752,4.573248473274226e-05,0,4.573248473274226e-05
2004,POL,1701,428294848,1.010186105,-0.6375224866,0.0,0,0.0
2005,POL,1701,656894626,1.533743936,-0.4496581518,4.998085763141231e-07,0,4.998085763141231e-07
2006,POL,1701,702009652,1.0686792440000001,-0.6165338319,4.773171903799876e-05,0,4.773171903799876e-05
2007,POL,1701,347939033,0.49563283350000004,-0.8221557829,4.748181474984169e-06,0.5,0.500004748181475
2008,POL,1701,402672636,1.1573080279999999,-0.5847318292,4.998085763141231e-07,0.4698970004336019,0.4698975002421782
2009,POL,1701,183682577,0.4561585779,-0.8363200343000001,2.27412902222926e-05,0.5,0.5000227412902223
2010,POL,1701,379741105,2.067376837,-0.2581786553,7.921965934578851e-05,0.6488550716500444,0.6489342913093902
2011,POL,1701,334529939,0.8809421329000001,-0.6838981331,5.647836912349591e-05,0,5.647836912349591e-05
2012,POL,1701,571403130,1.7080777040000001,-0.3871032719,6.847377495503487e-05,0.3770852011642144,0.37715367493916946
2013,POL,1701,506563975,0.8865264265999999,-0.6818943628,7.247224356554785e-06,0,7.247224356554785e-06
2014,POL,1701,456086913,0.9003540234,-0.6769327099,1.94925344762508e-05,0,1.94925344762508e-05
2015,POL,1701,426721254,0.9356138969,-0.6642806736,1.94925344762508e-05,0,1.94925344762508e-05
2016,POL,1701,462261282,1.083286285,-0.6112924966,5.7477986276124155e-06,0,5.7477986276124155e-06
