1996,FRA,1804,7.591015696032266,None
1997,FRA,1804,7.620943820075159,1.0713419829227948
1998,FRA,1804,7.700538584641297,1.2011431380313753
1999,FRA,1804,7.79499362516818,1.2429539548461013
2000,FRA,1804,7.793487949006591,0.9965390554386024
2002,FRA,1804,7.792688589376842,0.998161099286159
2003,FRA,1804,7.81541103756204,1.0537132670560778
2004,FRA,1804,7.80219834525606,0.9700347839920214
2005,FRA,1804,7.804986087548242,1.006439659866519
2007,FRA,1804,7.900869963508127,1.2470500265854838
2008,FRA,1804,7.9007740221434695,0.9997791112434525
2009,FRA,1804,7.9048710089361895,1.009478297946105
2012,FRA,1804,7.897323864401527,0.9827721830602368
2013,FRA,1804,7.918807196518518,1.0507111286192523
2014,FRA,1804,7.759311063102564,0.6926340960273976
2016,FRA,1804,7.788323211249798,1.0690847833965638
