1996,DEU,1001,9.67275433707757,None
1997,DEU,1001,9.656080469397535,0.9623346698465689
1998,DEU,1001,9.77363456685007,1.310853317313371
1999,DEU,1001,9.727488849649765,0.8991958271028271
2000,DEU,1001,9.659856345034076,0.8557905674838463
2002,DEU,1001,9.818183405918987,1.4398825247295568
2003,DEU,1001,9.650615267649453,0.6798793675302248
2004,DEU,1001,9.594055327401728,0.8778899145451392
2005,DEU,1001,9.696494694307136,1.2660165029874588
2007,DEU,1001,9.667083224959763,0.9345198501161501
2008,DEU,1001,9.84742276466745,1.5147450421789037
2009,DEU,1001,9.986223904728561,1.3765790001453058
2010,DEU,1001,9.95013714550788,0.9202657114583798
2012,DEU,1001,9.844669506346788,0.7843905644576497
2013,DEU,1001,9.9207953193284,1.191587154986481
2014,DEU,1001,10.040861678389625,1.3184581801285116
2015,DEU,1001,10.03487215925268,0.9863032878791946
2016,DEU,1001,10.00629423782931,0.93631521048473
