Year,iso,type,death,dollars
13/08/2004,CYM,Storm,0,5000
26/08/2008,CYM,Storm,0,0
12/09/1973,CAF,Flood,0,0
/11/1984,CAF,Drought,0,0
/01/1995,CAF,Wildfire,0,0
24/10/1998,CAF,Flood,0,0
25/10/1999,CAF,Flood,0,0
30/01/2002,CAF,Wildfire,1,0
02/11/2004,CAF,Flood,3,0
11/08/2007,CAF,Flood,1,0
18/01/2009,CAF,Storm,3,0
10/07/2009,CAF,Flood,1,0
19/06/2011,CAF,Storm,1,0
19/02/2012,CAF,Storm,0,0
04/03/2013,CAF,Storm,0,0
24/04/2015,CAF,Storm,1,0
//1944,TCD,Drought,0,0
//1978,TCD,Drought,0,83000
//1985,TCD,Drought,3000,0
25/06/1988,TCD,Storm,11,157
13/08/1991,TCD,Flood,39,0
/08/1995,TCD,Flood,2,0
01/09/1998,TCD,Flood,0,0
11/10/2001,TCD,Flood,100,1000
17/10/2006,TCD,Flood,52,0
09/09/2007,TCD,Flood,12,0
25/08/2008,TCD,Flood,0,0
14/09/2009,TCD,Flood,3,0
/07/2010,TCD,Drought,0,0
24/09/2012,TCD,Flood,20,10000
/02/2013,TCD,Drought,0,0
//1922,CHL,Earthquake,1000,0
//1928,CHL,Earthquake,220,0
/09/1942,CHL,Earthquake,5,28000
/08/1946,CHL,Earthquake,0,0
20/04/1949,CHL,Earthquake,35,39000
06/05/1953,CHL,Earthquake,12,500000
/09/1958,CHL,Earthquake,0,10100
21/05/1960,CHL,Earthquake,6000,550000
02/03/1964,CHL,Volcanic activity,4,0
/07/1965,CHL,Flood,600,10000
/08/1965,CHL,Storm,58,0
23/07/1968,CHL,Storm,0,0
20/06/1971,CHL,Storm,0,2500
/06/1974,CHL,Flood,32,10000
/06/1978,CHL,Flood,4,0
22/06/1982,CHL,Flood,0,0
/07/1984,CHL,Storm,85,0
03/03/1985,CHL,Earthquake,180,1500000
15/06/1986,CHL,Flood,23,17200
08/08/1987,CHL,Earthquake,5,1000
12/08/1987,CHL,Flood,54,0
29/07/1989,CHL,Flood,21,0
13/08/1991,CHL,Volcanic activity,0,15000
/05/1991,CHL,Drought,0,200000
07/06/1992,CHL,Storm,0,0
05/05/1993,CHL,Flood,109,34000
/01/1993,CHL,Wildfire,0,0
30/07/1995,CHL,Earthquake,3,1660
06/04/1997,CHL,Wildfire,10,0
20/06/1997,CHL,Storm,0,0
14/10/1997,CHL,Earthquake,8,48000
16/06/2000,CHL,Flood,1,0
03/07/2000,CHL,Extreme temperature ,0,10000
29/05/2001,CHL,Storm,2,0
30/07/2001,CHL,Flood,4,0
05/06/2002,CHL,Flood,14,200000
29/08/2002,CHL,Flood,2,0
23/01/2003,CHL,Wildfire,0,0
/07/2004,CHL,Extreme temperature ,0,0
13/06/2005,CHL,Earthquake,11,5000
29/08/2005,CHL,Flood,0,0
21/04/2007,CHL,Earthquake,10,0
14/11/2007,CHL,Earthquake,2,100000
27/05/2008,CHL,Flood,5,0
27/02/2010,CHL,Earthquake,562,30000000
/02/2011,CHL,Wildfire,0,0
02/11/2011,CHL,Extreme temperature ,0,0
19/07/2011,CHL,Extreme temperature ,0,0
25/03/2012,CHL,Earthquake,1,100000
30/09/2013,CHL,Extreme temperature ,0,1000000
21/04/2014,CHL,Wildfire,12,34000
21/03/2015,CHL,Wildfire,1,0
30/04/2015,CHL,Volcanic activity,0,600000
21/05/2015,CHL,Flood,0,0
16/09/2015,CHL,Earthquake,19,800000
18/04/2016,CHL,Flood,12,100000
16/08/1906,CHL,Earthquake,20000,100000
11/11/1922,CHL,Earthquake,100,0
24/01/1939,CHL,Earthquake,30000,920000
/04/1943,CHL,Earthquake,12,100000
/10/1948,CHL,Volcanic activity,100,0
/12/1949,CHL,Earthquake,6,5200
/12/1953,CHL,Earthquake,3,7310
//1960,CHL,Earthquake,570,0
/03/1963,CHL,Earthquake,280,235000
28/03/1965,CHL,Earthquake,400,125000
/02/1965,CHL,Landslide,26,0
28/12/1966,CHL,Earthquake,4,400
//1972,CHL,Drought,0,55000
08/07/1971,CHL,Earthquake,85,236400
20/07/1977,CHL,Storm,15,6800
24/10/1979,CHL,Landslide,30,0
/10/1983,CHL,Earthquake,4,0
/07/1984,CHL,Storm,42,0
15/06/1986,CHL,Storm,16,0
17/07/1987,CHL,Flood,73,177000
29/11/1987,CHL,Landslide,32,0
/12/1988,CHL,Volcanic activity,0,0
05/03/1990,CHL,Flood,0,0
19/06/1991,CHL,Landslide,141,6000
28/05/1992,CHL,Storm,0,0
//1992,CHL,Wildfire,0,120000
19/04/1993,CHL,Volcanic activity,6,0
08/05/1995,CHL,Flood,28,0
15/08/1995,CHL,Extreme temperature ,2,10000
04/06/1997,CHL,Storm,4,0
24/06/1997,CHL,Flood,22,182400
02/01/1999,CHL,Wildfire,0,280000
26/06/2000,CHL,Flood,15,30000
16/02/2001,CHL,Flood,0,8900
26/05/2001,CHL,Flood,0,0
/02/2002,CHL,Wildfire,0,80000
/07/2002,CHL,Extreme temperature ,0,0
02/11/2002,CHL,Flood,3,0
01/07/2004,CHL,Flood,3,0
19/05/2005,CHL,Storm,45,0
28/06/2005,CHL,Flood,5,0
17/07/2006,CHL,Flood,18,0
/07/2007,CHL,Extreme temperature ,6,0
06/05/2008,CHL,Volcanic activity,0,0
04/09/2008,CHL,Flood,4,23000
/07/2010,CHL,Extreme temperature ,0,0
17/06/2011,CHL,Volcanic activity,0,0
06/01/2012,CHL,Wildfire,1,200000
15/03/2012,CHL,Flood,0,3100
06/01/2012,CHL,Wildfire,7,200000
01/04/2014,CHL,Earthquake,6,100000
11/06/2014,CHL,Flood,0,0
08/04/2015,CHL,Flood,178,1500000
/03/2015,CHL,Volcanic activity,0,0
09/08/2015,CHL,Storm,6,0
18/04/2016,CHL,Flood,12,100000
21/10/1907,CHN,Earthquake,12000,0
/08/1912,CHN,Storm,50000,0
//1917,CHN,Flood,0,0
13/02/1918,CHN,Earthquake,10000,0
//1920,CHN,Drought,500000,0
24/03/1923,CHN,Earthquake,5000,0
16/03/1925,CHN,Earthquake,5000,0
26/09/1927,CHN,Storm,5000,0
/08/1931,CHN,Flood,3700000,1400000
//1933,CHN,Flood,18000,0
23/03/1934,CHN,Landslide,500,0
/07/1939,CHN,Flood,500000,0
/05/1948,CHN,Flood,330,0
/09/1948,CHN,Storm,800,0
14/08/1950,CHN,Flood,500,0
//1954,CHN,Earthquake,50,0
/08/1954,CHN,Flood,30000,0
//1956,CHN,Flood,2000,0
/07/1957,CHN,Flood,560,0
/08/1959,CHN,Storm,1064,0
/06/1959,CHN,Flood,187,0
05/09/1964,CHN,Storm,686,0
09/03/1966,CHN,Earthquake,0,0
25/07/1969,CHN,Earthquake,3000,0
07/09/1970,CHN,Storm,107,0
04/02/1975,CHN,Earthquake,10000,0
16/08/1976,CHN,Earthquake,0,0
09/07/1979,CHN,Earthquake,41,0
//1982,CHN,Drought,0,0
/07/1980,CHN,Flood,38,0
02/09/1980,CHN,Flood,0,0
24/01/1981,CHN,Earthquake,150,0
/08/1981,CHN,Flood,764,1200000
/10/1981,CHN,Flood,0,0
15/04/1981,CHN,Storm,0,0
12/05/1982,CHN,Flood,447,0
/06/1982,CHN,Landslide,75,0
//1982,CHN,Flood,0,0
//1982,CHN,Landslide,19,0
/04/1983,CHN,Storm,275,0
/06/1983,CHN,Flood,100,0
/03/1983,CHN,Storm,30,0
03/11/1983,CHN,Storm,69,0
28/05/1984,CHN,Landslide,100,0
09/09/1984,CHN,Storm,13,0
/06/1984,CHN,Flood,31,0
/02/1985,CHN,Landslide,60,0
18/04/1985,CHN,Earthquake,22,0
/06/1985,CHN,Flood,64,0
30/07/1985,CHN,Storm,177,0
/08/1985,CHN,Flood,300,350000
29/03/1985,CHN,Earthquake,1,0
21/04/1985,CHN,Flood,0,1350
//1986,CHN,Drought,0,0
/04/1986,CHN,Storm,9,50000
11/07/1986,CHN,Storm,172,380000
/08/1986,CHN,Flood,80,1500000
/01/1986,CHN,Storm,0,0
22/05/1986,CHN,Storm,100,0
06/03/1987,CHN,Storm,2,0
21/05/1987,CHN,Flood,92,0
19/06/1987,CHN,Storm,132,0
31/07/1987,CHN,Storm,29,0
02/08/1987,CHN,Earthquake,0,0
09/09/1987,CHN,Earthquake,0,0
09/06/1987,CHN,Storm,40,0
26/08/1987,CHN,Flood,51,0
/04/1988,CHN,Flood,577,1063564
/06/1988,CHN,Flood,22,12000
11/06/1988,CHN,Storm,70,0
15/07/1988,CHN,Landslide,17,0
06/08/1988,CHN,Flood,204,0
24/08/1988,CHN,Flood,0,0
/09/1988,CHN,Flood,170,540000
06/11/1988,CHN,Earthquake,939,269000
15/04/1989,CHN,Earthquake,8,164000
14/07/1989,CHN,Flood,2000,2789000
18/10/1989,CHN,Earthquake,29,0
05/10/1989,CHN,Storm,31,0
26/05/1989,CHN,Storm,84,0
22/09/1989,CHN,Earthquake,0,0
21/07/1989,CHN,Storm,200,0
02/07/1990,CHN,Flood,363,592000
24/06/1990,CHN,Storm,56,16000
19/07/1990,CHN,Flood,72,211000
20/10/1990,CHN,Earthquake,1,0
09/11/1990,CHN,Storm,25,335
04/04/1990,CHN,Storm,36,0
30/08/1990,CHN,Storm,115,688000
31/08/1990,CHN,Storm,68,743000
/07/1990,CHN,Flood,60,0
25/02/1991,CHN,Earthquake,0,0
26/03/1991,CHN,Earthquake,1,0
25/07/1991,CHN,Storm,100,465330
23/09/1991,CHN,Landslide,200,0
10/07/1991,CHN,Storm,33,117560
08/03/1991,CHN,Storm,39,4800
23/04/1992,CHN,Flood,248,170000
21/04/1992,CHN,Storm,109,96000
21/07/1992,CHN,Flood,96,146000
09/07/1992,CHN,Storm,448,68700
31/07/1992,CHN,Earthquake,0,3150
20/08/1992,CHN,Flood,25,110000
12/08/1992,CHN,Mass movement (dry),49,0
02/09/1992,CHN,Storm,168,412400
//1993,CHN,Drought,0,53200
27/01/1993,CHN,Earthquake,0,0
01/08/1993,CHN,Flood,41,27000
21/08/1993,CHN,Storm,28,433920
/03/1993,CHN,Storm,19,0
05/05/1993,CHN,Storm,93,41000
22/06/1993,CHN,Storm,10,219670
10/09/1993,CHN,Storm,10,12610
24/09/1993,CHN,Storm,1,286370
/06/1993,CHN,Flood,1000,6061000
15/05/1994,CHN,Storm,101,200000
29/07/1994,CHN,Flood,258,1810000
09/06/1994,CHN,Storm,74,700
24/08/1994,CHN,Storm,1174,1150000
/07/1994,CHN,Landslide,48,0
/08/1994,CHN,Extreme temperature ,104,0
13/08/1994,CHN,Flood,128,1000
30/06/1994,CHN,Flood,41,12100
/12/1994,CHN,Drought,0,13755200
16/02/1995,CHN,Storm,4,0
21/04/1995,CHN,Storm,54,36100
12/07/1995,CHN,Earthquake,11,36100
30/08/1995,CHN,Storm,445,87000
24/10/1995,CHN,Earthquake,46,80000
06/04/1995,CHN,Wildfire,29,0
21/07/1995,CHN,Earthquake,14,0
/08/1995,CHN,Drought,0,12800
/01/1996,CHN,Storm,48,68000
19/04/1996,CHN,Storm,6,0
26/07/1996,CHN,Flood,2775,12600000
/05/1996,CHN,Flood,96,0
19/03/1996,CHN,Earthquake,26,24000
02/08/1996,CHN,Storm,44,72000
03/08/1996,CHN,Flood,20,0
25/09/1996,CHN,Earthquake,0,0
25/12/1996,CHN,Storm,36,0
10/08/1996,CHN,Storm,266,200000
21/01/1997,CHN,Earthquake,12,0
08/06/1997,CHN,Storm,30,155000
16/05/1997,CHN,Flood,103,160000
21/08/1997,CHN,Storm,140,2700000
22/07/1997,CHN,Flood,164,0
30/07/1997,CHN,Flood,300,1027400
15/07/1997,CHN,Landslide,79,0
/09/1997,CHN,Extreme temperature ,0,0
11/04/1997,CHN,Earthquake,9,0
10/06/1997,CHN,Flood,40,1000
16/01/1998,CHN,Storm,0,0
19/04/1998,CHN,Storm,12,135000
30/08/1998,CHN,Flood,3656,30000000
24/05/1998,CHN,Flood,15,34700
31/08/1998,CHN,Flood,50,20124
20/05/1998,CHN,Storm,17,37200
01/12/1998,CHN,Earthquake,0,22600
28/05/1998,CHN,Earthquake,0,0
26/10/1998,CHN,Earthquake,0,0
03/04/1999,CHN,Wildfire,23,0
23/04/1999,CHN,Storm,22,0
16/05/1999,CHN,Storm,13,0
16/06/1999,CHN,Landslide,23,0
12/08/1999,CHN,Storm,200,180000
11/03/1999,CHN,Earthquake,0,0
01/11/1999,CHN,Earthquake,0,44000
23/08/1999,CHN,Storm,5,18000
07/09/1999,CHN,Flood,153,647000
14/08/1999,CHN,Flood,199,181200
//1999,CHN,Drought,0,0
26/01/2000,CHN,Earthquake,1,483
28/03/2000,CHN,Storm,16,0
17/04/2000,CHN,Flood,15,12000
06/06/2000,CHN,Earthquake,0,0
05/06/2000,CHN,Landslide,71,0
17/06/2000,CHN,Storm,33,0
08/06/2000,CHN,Flood,33,60000
18/07/2000,CHN,Flood,54,0
21/08/2000,CHN,Earthquake,1,43000
23/08/2000,CHN,Storm,11,69443
06/09/2000,CHN,Storm,47,169000
09/09/2000,CHN,Storm,6,0
05/05/2000,CHN,Flood,26,5000
//2000,CHN,Drought,0,0
17/02/2001,CHN,Storm,49,12000
12/04/2001,CHN,Earthquake,2,31000
01/05/2001,CHN,Landslide,74,0
25/06/2001,CHN,Storm,125,470000
01/07/2001,CHN,Storm,33,2743000
25/08/2001,CHN,Flood,35,17000
14/07/2001,CHN,Earthquake,0,0
01/08/2001,CHN,Storm,100,40000
01/08/2001,CHN,Landslide,34,0
07/07/2001,CHN,Storm,15,0
22/09/2001,CHN,Flood,27,300000
28/09/2001,CHN,Landslide,14,0
18/12/2001,CHN,Flood,0,0
23/06/2001,CHN,Flood,166,120000
26/03/2001,CHN,Storm,6,24000
//2001,CHN,Drought,0,0
21/03/2002,CHN,Storm,0,0
29/05/2002,CHN,Flood,0,943000
18/06/2002,CHN,Flood,793,3100000
07/07/2002,CHN,Storm,5,85000
29/07/2002,CHN,Flood,11,38600
05/08/2002,CHN,Flood,165,540000
/08/2002,CHN,Landslide,16,0
08/09/2002,CHN,Storm,26,100000
04/10/2002,CHN,Landslide,15,0
08/08/2002,CHN,Earthquake,0,0
02/11/2002,CHN,Flood,0,0
14/12/2002,CHN,Earthquake,2,0
//2002,CHN,Drought,0,0
24/02/2003,CHN,Earthquake,268,157000
14/04/2003,CHN,Storm,1,0
04/05/2003,CHN,Earthquake,1,0
21/05/2003,CHN,Flood,38,160000
28/07/2003,CHN,Flood,430,7890000
24/07/2003,CHN,Storm,20,100000
20/07/2003,CHN,Storm,2,0
12/11/2003,CHN,Flood,123,2440000
03/09/2003,CHN,Storm,38,241000
25/10/2003,CHN,Earthquake,9,40000
14/11/2003,CHN,Earthquake,4,0
18/11/2003,CHN,Storm,0,196938
22/09/2003,CHN,Flood,13,9640
//2003,CHN,Drought,0,0
21/04/2004,CHN,Storm,7,6000
25/06/2004,CHN,Flood,47,361000
04/06/2004,CHN,Storm,0,280
23/06/2004,CHN,Flood,0,0
30/05/2004,CHN,Storm,46,0
30/06/2004,CHN,Flood,15,0
17/05/2004,CHN,Flood,7,53500
10/08/2004,CHN,Earthquake,4,50000
23/08/2004,CHN,Storm,2,5000
18/10/2004,CHN,Earthquake,0,0
03/12/2004,CHN,Mass movement (dry),44,0
04/05/2004,CHN,Earthquake,0,0
28/02/2005,CHN,Storm,1,0
13/05/2005,CHN,Storm,15,0
10/06/2005,CHN,Storm,9,0
10/07/2005,CHN,Flood,58,607000
30/06/2005,CHN,Flood,235,2160000
14/06/2005,CHN,Storm,8,149000
04/08/2005,CHN,Storm,10,850000
20/08/2005,CHN,Flood,52,913000
22/07/2005,CHN,Flood,16,560
26/09/2005,CHN,Storm,25,1040000
06/10/2005,CHN,Flood,20,239000
26/11/2005,CHN,Earthquake,16,0
25/06/2005,CHN,Flood,19,180700
12/08/2005,CHN,Flood,5,271000
//2005,CHN,Drought,0,0
12/01/2006,CHN,Earthquake,0,6900
15/05/2006,CHN,Flood,22,36000
09/06/2006,CHN,Flood,57,393000
16/06/2006,CHN,Flood,2,0
15/06/2006,CHN,Flood,21,0
19/06/2006,CHN,Flood,23,0
08/07/2006,CHN,Flood,42,11000
26/06/2006,CHN,Flood,29,0
19/07/2006,CHN,Storm,820,3325000
11/07/2006,CHN,Flood,10,31000
28/07/2006,CHN,Storm,109,367000
17/07/2006,CHN,Flood,1,0
06/08/2006,CHN,Storm,89,900000
20/06/2006,CHN,Earthquake,0,0
31/08/2006,CHN,Flood,15,0
12/10/2006,CHN,Flood,27,0
03/11/2006,CHN,Earthquake,0,291
28/04/2006,CHN,Storm,17,282000
01/04/2007,CHN,Storm,13,26000
26/05/2007,CHN,Flood,43,78000
/07/2007,CHN,Flood,535,4425655
05/07/2007,CHN,Storm,21,7200
22/07/2007,CHN,Flood,83,329000
03/08/2007,CHN,Flood,96,0
18/08/2007,CHN,Storm,13,0
27/08/2007,CHN,Flood,17,5500
02/09/2007,CHN,Flood,11,26000
08/10/2007,CHN,Storm,0,1077788
05/02/2008,CHN,Extreme temperature ,129,21100000
14/03/2008,CHN,Landslide,12,0
12/05/2008,CHN,Earthquake,87476,85000000
13/06/2008,CHN,Landslide,19,0
27/06/2008,CHN,Storm,14,175000
08/08/2008,CHN,Storm,1,73000
11/08/2008,CHN,Storm,0,80000
23/08/2008,CHN,Storm,4,58000
08/09/2008,CHN,Landslide,277,0
25/09/2008,CHN,Storm,12,824000
06/10/2008,CHN,Earthquake,30,0
16/10/2008,CHN,Flood,3,0
08/07/2008,CHN,Landslide,15,0
25/05/2008,CHN,Earthquake,8,0
03/06/2008,CHN,Storm,10,23000
25/01/2009,CHN,Earthquake,0,3100
08/06/2009,CHN,Flood,49,0
15/06/2009,CHN,Storm,15,66000
22/06/2009,CHN,Flood,11,59000
23/07/2009,CHN,Landslide,54,139000
08/07/2009,CHN,Flood,90,1000000
06/08/2009,CHN,Landslide,31,0
01/09/2009,CHN,Flood,12,0
13/10/2009,CHN,Storm,3,35000
14/11/2009,CHN,Storm,0,19857
04/08/2009,CHN,Flood,20,33000
09/06/2009,CHN,Flood,16,281000
/07/2009,CHN,Drought,0,0
27/01/2010,CHN,Storm,30,90000
25/02/2010,CHN,Earthquake,0,0
06/05/2010,CHN,Storm,29,62251
31/08/2010,CHN,Flood,1691,18000000
16/07/2010,CHN,Storm,2,500
27/07/2010,CHN,Landslide,21,0
14/08/2010,CHN,Landslide,32,0
18/08/2010,CHN,Landslide,92,0
06/09/2010,CHN,Landslide,48,0
06/10/2010,CHN,Flood,4,171000
05/12/2010,CHN,Wildfire,22,0
29/08/2010,CHN,Earthquake,0,0
09/09/2010,CHN,Storm,3,0
24/01/2011,CHN,Extreme temperature ,2,281000
10/03/2011,CHN,Earthquake,25,290000
18/04/2011,CHN,Storm,18,15000
/06/2011,CHN,Flood,16,0
19/07/2011,CHN,Flood,6,54130
05/07/2011,CHN,Landslide,18,0
18/09/2011,CHN,Earthquake,7,0
03/10/2011,CHN,Storm,3,219000
01/11/2011,CHN,Earthquake,0,56400
24/06/2011,CHN,Storm,0,0
16/05/2012,CHN,Flood,53,316333
24/06/2012,CHN,Earthquake,4,300000
11/07/2012,CHN,Flood,0,0
24/07/2012,CHN,Storm,8,329000
08/08/2012,CHN,Storm,3,1500000
24/07/2012,CHN,Flood,151,8000000
29/06/2012,CHN,Earthquake,0,68000
20/07/2012,CHN,Earthquake,1,0
05/10/2012,CHN,Landslide,19,0
13/09/2012,CHN,Flood,21,500000
09/02/2012,CHN,Extreme temperature ,0,20200
24/04/2012,CHN,Storm,12,84000
02/08/2012,CHN,Flood,70,800000
09/03/2012,CHN,Earthquake,0,84000
11/01/2013,CHN,Mass movement (dry),46,8000
03/03/2013,CHN,Earthquake,0,56000
30/03/2013,CHN,Storm,3,26000
29/03/2013,CHN,Landslide,83,0
28/05/2013,CHN,Flood,55,661000
27/05/2013,CHN,Flood,12,333000
21/06/2013,CHN,Flood,11,555000
22/07/2013,CHN,Earthquake,95,1000000
14/07/2013,CHN,Storm,9,460000
01/07/2013,CHN,Storm,7,177000
15/07/2013,CHN,Storm,1,253000
01/08/2013,CHN,Flood,10,571000
21/08/2013,CHN,Flood,43,457000
31/08/2013,CHN,Earthquake,3,155000
03/08/2013,CHN,Storm,0,20000
18/09/2013,CHN,Flood,17,343000
08/10/2013,CHN,Storm,8,6700000
23/11/2013,CHN,Earthquake,0,0
16/12/2013,CHN,Earthquake,0,6300
22/04/2013,CHN,Landslide,11,0
01/12/2013,CHN,Earthquake,0,0
/07/2013,CHN,Drought,0,0
12/02/2014,CHN,Earthquake,0,174000
04/04/2014,CHN,Storm,21,155000
20/04/2014,CHN,Storm,3,156000
24/05/2014,CHN,Earthquake,0,60000
03/06/2014,CHN,Flood,76,1000000
16/06/2014,CHN,Storm,0,131000
21/06/2014,CHN,Flood,24,900000
19/07/2014,CHN,Storm,71,4232973
07/07/2014,CHN,Flood,23,500000
20/07/2014,CHN,Storm,5,274000
02/09/2014,CHN,Storm,27,0
28/08/2014,CHN,Flood,10,600000
27/08/2014,CHN,Landslide,8,0
17/09/2014,CHN,Flood,50,1400000
10/07/2014,CHN,Flood,24,0
22/11/2014,CHN,Earthquake,5,50000
06/12/2014,CHN,Earthquake,1,0
28/06/2014,CHN,Flood,37,1100000
11/08/2014,CHN,Storm,20,31000
/07/2014,CHN,Drought,0,1180000
22/02/2015,CHN,Earthquake,0,14650
01/03/2015,CHN,Earthquake,0,15000
31/03/2015,CHN,Storm,0,108000
05/04/2015,CHN,Storm,7,20000
21/04/2015,CHN,Storm,2,250000
01/06/2015,CHN,Flood,58,800000
17/05/2015,CHN,Flood,20,254000
17/06/2015,CHN,Flood,15,200000
06/06/2015,CHN,Flood,9,625000
23/06/2015,CHN,Storm,0,145000
02/07/2015,CHN,Flood,35,645000
09/07/2015,CHN,Storm,0,213000
14/07/2015,CHN,Storm,6,85000
04/08/2015,CHN,Flood,19,418000
23/09/2015,CHN,Flood,14,0
04/10/2015,CHN,Storm,20,4200000
13/11/2015,CHN,Landslide,38,0
25/11/2015,CHN,Storm,4,0
26/01/2016,CHN,Extreme temperature ,5,1600000
22/03/2016,CHN,Flood,5,170000
27/04/2016,CHN,Storm,0,202000
21/05/2016,CHN,Flood,12,447000
24/06/2016,CHN,Storm,102,302000
16/06/2016,CHN,Flood,25,664000
23/06/2016,CHN,Flood,68,3000000
13/07/2016,CHN,Flood,289,22000000
07/07/2016,CHN,Landslide,35,0
25/07/2016,CHN,Flood,289,4500000
15/09/2016,CHN,Storm,0,2300000
19/10/2016,CHN,Storm,0,890000
02/08/2016,CHN,Storm,0,123000
10/08/2016,CHN,Flood,23,130000
22/09/2016,CHN,Flood,23,21000
08/12/2016,CHN,Earthquake,0,135000
/08/2016,CHN,Drought,0,3000000
05/11/1926,COL,Landslide,100,0
09/07/1950,COL,Earthquake,150,0
/12/1954,COL,Landslide,47,0
/07/1962,COL,Earthquake,112,0
27/11/1965,COL,Landslide,32,0
29/01/1968,COL,Storm,0,50
/04/1970,COL,Flood,0,50
/11/1970,COL,Flood,307,138800
/11/1970,COL,Earthquake,430,0
/06/1971,COL,Flood,51,0
26/01/1972,COL,Landslide,70,0
28/06/1973,COL,Landslide,200,0
28/06/1974,COL,Landslide,300,0
02/05/1976,COL,Landslide,13,0
09/05/1977,COL,Landslide,0,0
23/11/1979,COL,Earthquake,60,20000
/10/1980,COL,Flood,40,0
17/08/1981,COL,Flood,150,5000
04/01/1982,COL,Flood,90,0
31/03/1983,COL,Earthquake,250,410900
17/06/1983,COL,Storm,1,0
13/11/1985,COL,Volcanic activity,21800,1000000
/10/1986,COL,Flood,13,0
/06/1986,COL,Landslide,35,0
04/07/1987,COL,Flood,21,0
16/03/1987,COL,Landslide,13,0
/06/1988,COL,Flood,120,0
31/07/1989,COL,Flood,16,0
30/05/1990,COL,Flood,0,0
21/09/1990,COL,Flood,10,0
07/06/1991,COL,Landslide,45,0
07/08/1991,COL,Landslide,10,0
17/10/1992,COL,Earthquake,11,0
14/01/1993,COL,Volcanic activity,10,0
22/07/1993,COL,Earthquake,2,0
21/12/1993,COL,Landslide,10,0
06/06/1994,COL,Earthquake,271,2400
02/02/1994,COL,Flood,19,0
08/02/1995,COL,Earthquake,40,0
19/06/1995,COL,Landslide,17,0
05/05/1996,COL,Landslide,5,0
15/10/1996,COL,Flood,12,0
22/11/1998,COL,Landslide,104,0
25/01/1999,COL,Earthquake,1186,1857366
09/04/1999,COL,Landslide,25,0
/11/1999,COL,Flood,3,0
25/12/1999,COL,Landslide,22,0
/02/2000,COL,Flood,8,0
20/09/2000,COL,Flood,9,0
01/06/2001,COL,Storm,5,0
/08/2001,COL,Wildfire,0,0
/12/2001,COL,Flood,0,0
13/06/2002,COL,Flood,28,0
08/08/2002,COL,Flood,0,0
19/03/2003,COL,Landslide,35,0
/12/2003,COL,Flood,42,0
28/06/2004,COL,Flood,79,0
26/10/2004,COL,Flood,36,0
26/02/2005,COL,Flood,56,10000
17/11/2005,COL,Flood,101,0
24/11/2005,COL,Volcanic activity,0,0
12/07/2006,COL,Volcanic activity,0,0
18/04/2007,COL,Volcanic activity,0,0
12/06/2007,COL,Flood,13,0
10/09/2007,COL,Earthquake,0,0
17/01/2008,COL,Volcanic activity,0,0
14/04/2008,COL,Volcanic activity,0,0
16/11/2008,COL,Mass movement (dry),12,0
12/01/2009,COL,Flood,76,0
17/02/2009,COL,Flood,23,0
23/07/2009,COL,Landslide,30,0
06/04/2010,COL,Wildfire,31,0
12/07/2010,COL,Flood,0,0
05/12/2010,COL,Landslide,145,0
29/12/2011,COL,Flood,135,1290000
26/04/2012,COL,Flood,17,40000
19/10/2012,COL,Flood,12,0
01/12/2013,COL,Flood,7,2000
06/10/2014,COL,Storm,11,0
14/06/2014,COL,Flood,0,0
10/03/2015,COL,Earthquake,0,0
06/08/2015,COL,Flood,0,0
05/12/2016,COL,Flood,6,0
//1903,COM,Volcanic activity,17,0
05/04/1977,COM,Volcanic activity,1,0
10/01/1983,COM,Storm,33,23000
03/01/1987,COM,Storm,24,9000
03/07/1991,COM,Volcanic activity,0,0
16/04/2005,COM,Volcanic activity,0,0
28/05/2006,COM,Volcanic activity,0,0
28/04/2012,COM,Flood,4,5000
12/03/2014,COM,Earthquake,0,0
08/03/1968,COD,Landslide,154,0
//1979,COD,Drought,0,0
28/03/1989,COD,Landslide,0,0
11/09/1992,COD,Earthquake,9,0
31/12/1997,COD,Flood,0,0
18/05/2001,COD,Flood,50,0
25/12/2001,COD,Landslide,12,0
21/01/2002,COD,Volcanic activity,200,9000
02/02/2003,COD,Storm,17,0
/10/2003,COD,Flood,0,0
08/02/2005,COD,Storm,8,0
08/03/2006,COD,Storm,3,0
27/04/2006,COD,Flood,1,0
31/10/2007,COD,Flood,32,0
03/02/2008,COD,Earthquake,11,7000
12/07/2009,COD,Wildfire,0,0
17/03/2010,COD,Flood,0,0
26/07/2010,COD,Flood,0,0
/12/2011,COD,Flood,0,0
22/01/2012,COD,Flood,1,0
28/10/2014,COD,Flood,154,15000
28/08/2015,COD,Wildfire,3,0
17/12/2015,COD,Flood,31,0
17/12/2015,COD,Flood,31,0
/12/1994,COG,Flood,0,0
/10/1999,COG,Flood,2,0
28/12/2005,COG,Flood,1,0
26/10/2007,COG,Flood,0,0
09/12/2012,COG,Flood,14,0
06/03/1943,COK,Storm,0,0
16/12/1967,COK,Storm,0,0
02/01/1987,COK,Storm,5,25000
07/11/1997,COK,Storm,19,0
28/02/2005,COK,Storm,0,0
13/04/1910,CRI,Earthquake,1750,0
29/07/1968,CRI,Volcanic activity,87,5000
09/04/1970,CRI,Flood,23,6000
14/04/1973,CRI,Earthquake,21,200
/06/1975,CRI,Volcanic activity,2,0
21/10/1976,CRI,Volcanic activity,0,0
02/04/1983,CRI,Earthquake,10,1000
