Year,iso,type,death,dollars
02/11/2007,HTI,Storm,90,0
18/08/2008,HTI,Storm,10,0
03/09/2008,HTI,Storm,529,0
21/05/2009,HTI,Flood,11,0
20/10/2009,HTI,Flood,10,0
15/02/2010,HTI,Flood,4,0
24/09/2010,HTI,Storm,6,0
05/11/2010,HTI,Storm,21,0
04/08/2011,HTI,Storm,1,0
13/10/2011,HTI,Flood,2,0
/05/2012,HTI,Flood,16,0
26/10/2012,HTI,Storm,75,254000
28/06/2013,HTI,Flood,6,0
/07/2015,HTI,Drought,0,2000
30/08/2015,HTI,Storm,5,0
24/04/2016,HTI,Flood,6,0
08/05/2016,HTI,Flood,5,0
07/10/2016,HTI,Storm,546,2000000
/02/2017,HTI,Drought,0,84000
10/09/1931,HND,Storm,1500,0
24/09/1965,HND,Flood,0,500
01/09/1969,HND,Storm,0,19000
//1973,HND,Drought,0,7000
21/09/1974,HND,Storm,8000,540000
17/09/1978,HND,Storm,0,1000
09/08/1980,HND,Earthquake,2,0
24/05/1982,HND,Storm,130,101000
/10/1984,HND,Flood,0,0
/08/1988,HND,Flood,4,0
25/10/1988,HND,Storm,0,0
21/11/1990,HND,Flood,5,100000
03/11/1993,HND,Flood,374,56700
/10/1994,HND,Flood,150,0
03/06/1995,HND,Storm,18,0
30/07/1996,HND,Storm,0,500
21/11/1996,HND,Storm,1,1000
08/11/1998,HND,Storm,14600,3793600
/02/2000,HND,Wildfire,0,0
04/11/2001,HND,Storm,21,5000
/01/2002,HND,Flood,1,0
09/09/2002,HND,Flood,0,0
15/09/2003,HND,Flood,3,0
//2004,HND,Drought,0,0
10/10/2005,HND,Storm,6,100000
15/11/2005,HND,Storm,0,0
01/07/2006,HND,Flood,4,8000
15/09/2007,HND,Earthquake,0,0
06/11/2007,HND,Flood,1,0
12/11/2008,HND,Flood,67,0
/02/2011,HND,Drought,0,0
30/08/2010,HND,Flood,5,0
25/09/2010,HND,Storm,4,0
/09/2012,HND,Drought,0,0
17/10/2014,HND,Flood,4,1400
06/08/2016,HND,Storm,1,0
22/10/2016,HND,Flood,0,0
12/08/1923,HKG,Storm,100,0
07/10/1947,HKG,Storm,2000,0
/06/1959,HKG,Storm,43,0
04/06/1960,HKG,Storm,45,0
24/04/1961,HKG,Flood,0,0
28/08/1962,HKG,Storm,183,0
12/10/1964,HKG,Storm,26,0
//1966,HKG,Landslide,64,0
04/04/1966,HKG,Storm,15,0
//1967,HKG,Wildfire,0,0
21/08/1968,HKG,Storm,0,0
/10/1968,HKG,Wildfire,0,0
/07/1969,HKG,Wildfire,0,0
28/07/1969,HKG,Storm,0,0
/01/1970,HKG,Wildfire,0,0
13/05/1970,HKG,Flood,0,0
17/08/1971,HKG,Storm,115,0
/10/1971,HKG,Wildfire,0,0
/01/1972,HKG,Wildfire,0,0
/10/1972,HKG,Wildfire,0,0
16/06/1972,HKG,Flood,138,0
/04/1973,HKG,Wildfire,0,0
17/10/1974,HKG,Storm,1,0
/01/1974,HKG,Wildfire,0,0
/10/1974,HKG,Wildfire,0,0
28/04/1975,HKG,Storm,0,0
20/05/1975,HKG,Flood,0,0
/06/1976,HKG,Flood,0,0
22/07/1976,HKG,Storm,3,0
/05/1976,HKG,Drought,0,0
04/07/1977,HKG,Storm,0,0
/05/1977,HKG,Drought,0,0
/10/1978,HKG,Wildfire,0,0
28/07/1978,HKG,Storm,3,0
22/09/1978,HKG,Storm,7,0
/01/1979,HKG,Wildfire,0,0
11/06/1979,HKG,Landslide,0,0
/12/1979,HKG,Drought,0,0
/10/1980,HKG,Wildfire,0,0
18/07/1980,HKG,Storm,2,0
/10/1981,HKG,Wildfire,0,0
//1981,HKG,Drought,0,0
/01/1982,HKG,Wildfire,0,0
/08/1982,HKG,Flood,1,0
09/09/1983,HKG,Storm,22,12544
17/06/1983,HKG,Flood,1,0
/12/1983,HKG,Drought,0,0
26/08/1985,HKG,Flood,0,0
13/12/1985,HKG,Wildfire,0,0
09/07/1986,HKG,Storm,1,0
05/04/1987,HKG,Flood,0,0
20/12/1987,HKG,Wildfire,0,0
21/10/1988,HKG,Storm,0,0
11/07/1989,HKG,Storm,2,67
29/11/1989,HKG,Wildfire,0,0
08/05/1992,HKG,Flood,5,50000
20/07/1992,HKG,Storm,2,0
27/06/1993,HKG,Storm,4,120
20/08/1993,HKG,Storm,0,0
23/09/1993,HKG,Storm,1,6000
24/07/1994,HKG,Flood,1,37000
04/08/1997,HKG,Storm,1,0
26/07/2003,HKG,Storm,0,0
24/06/2005,HKG,Flood,0,0
22/09/2008,HKG,Storm,2,380
15/09/2009,HKG,Storm,0,0
30/06/1970,HUN,Flood,300,85000
/09/1986,HUN,Drought,0,500000
14/05/1996,HUN,Flood,0,0
/02/1999,HUN,Storm,40,0
16/07/1999,HUN,Flood,8,128400
17/03/2001,HUN,Flood,0,5000
28/08/2002,HUN,Flood,0,30000
/08/2003,HUN,Drought,0,100000
/02/2005,HUN,Storm,4,0
26/08/2005,HUN,Flood,0,48000
09/05/2006,HUN,Flood,0,0
/07/2007,HUN,Extreme temperature ,500,0
07/06/2010,HUN,Flood,1,440000
23/04/2013,HUN,Earthquake,0,0
15/03/2013,HUN,Storm,0,0
21/06/2016,HUN,Flood,0,0
20/12/1974,ISL,Landslide,12,0
25/01/1983,ISL,Landslide,4,0
05/09/1984,ISL,Volcanic activity,0,0
16/01/1995,ISL,Landslide,14,2429
07/11/1996,ISL,Volcanic activity,0,16500
17/06/2000,ISL,Earthquake,0,12000
/04/2010,ISL,Volcanic activity,0,0
10/02/1973,ISL,Volcanic activity,0,24700
13/01/1976,ISL,Earthquake,1,0
29/05/1983,ISL,Volcanic activity,0,0
29/08/1988,ISL,Flood,0,0
26/10/1995,ISL,Landslide,20,3360
21/06/2000,ISL,Earthquake,0,12000
/04/2010,ISL,Volcanic activity,0,0
05/04/1905,IND,Earthquake,20000,0
23/09/1924,IND,Storm,1242,0
19/07/1926,IND,Flood,0,0
01/11/1927,IND,Storm,629,0
15/01/1934,IND,Earthquake,6000,0
//1935,IND,Storm,60000,0
14/10/1942,IND,Storm,40000,0
24/07/1943,IND,Storm,5000,0
14/06/1944,IND,Storm,304,0
/11/1946,IND,Earthquake,400,0
27/10/1949,IND,Storm,1000,0
15/08/1950,IND,Earthquake,1500,0
/06/1950,IND,Flood,100,0
/09/1952,IND,Storm,350,0
/06/1953,IND,Flood,80,0
28/09/1955,IND,Storm,1500,0
/12/1955,IND,Storm,120,0
01/08/1956,IND,Flood,0,0
21/07/1956,IND,Earthquake,113,0
/10/1956,IND,Landslide,27,0
/09/1957,IND,Flood,92,0
16/10/1958,IND,Storm,0,0
/05/1958,IND,Extreme temperature ,651,0
04/07/1959,IND,Flood,17,0
/09/1959,IND,Flood,500,0
/07/1960,IND,Flood,30,0
/09/1960,IND,Flood,155,0
06/09/1961,IND,Flood,0,0
/10/1961,IND,Flood,1000,0
16/09/1962,IND,Storm,0,0
/09/1962,IND,Flood,73,0
/04/1963,IND,Storm,112,0
/07/1964,IND,Flood,145,0
17/12/1964,IND,Storm,500,0
/09/1964,IND,Flood,36,0
//1964,IND,Drought,0,0
//1967,IND,Drought,1500000,100000
03/11/1966,IND,Storm,18,4200
08/10/1967,IND,Storm,1000,0
12/06/1968,IND,Flood,0,0
01/10/1968,IND,Landslide,1000,0
/08/1968,IND,Flood,1000,0
17/05/1969,IND,Storm,600,8330
21/10/1969,IND,Storm,0,0
/07/1970,IND,Flood,627,101200
02/09/1970,IND,Flood,400,0
/06/1971,IND,Flood,1023,530000
27/10/1971,IND,Storm,9658,30000
/06/1971,IND,Flood,0,0
21/10/1972,IND,Storm,50,0
//1972,IND,Earthquake,100,0
05/01/1973,IND,Extreme temperature ,115,0
15/08/1974,IND,Storm,20,0
/06/1974,IND,Flood,0,0
19/01/1975,IND,Earthquake,47,0
/08/1975,IND,Storm,450,200000
22/10/1975,IND,Storm,21,0
29/05/1975,IND,Storm,0,0
22/11/1976,IND,Storm,95,260000
03/11/1976,IND,Storm,18,0
29/12/1976,IND,Storm,0,0
/10/1977,IND,Flood,60,0
27/10/1977,IND,Storm,2,0
16/04/1978,IND,Storm,500,0
/05/1978,IND,Extreme temperature ,150,0
/09/1978,IND,Flood,810,1000
25/11/1978,IND,Storm,15,0
/03/1979,IND,Landslide,230,0
12/05/1979,IND,Storm,594,12800
/07/1979,IND,Extreme temperature ,100,0
/10/1979,IND,Flood,13,0
/07/1979,IND,Earthquake,0,0
//1979,IND,Drought,0,200000
09/05/1980,IND,Storm,125,0
/07/1980,IND,Flood,0,0
/08/1980,IND,Flood,1600,320000
/09/1980,IND,Flood,200,0
03/12/1980,IND,Storm,0,0
/07/1980,IND,Flood,600,0
/01/1981,IND,Extreme temperature ,300,0
04/07/1981,IND,Flood,553,250000
10/12/1981,IND,Storm,200,0
24/09/1981,IND,Storm,0,0
/08/1982,IND,Flood,932,700000
/12/1982,IND,Extreme temperature ,400,0
/06/1982,IND,Flood,0,0
/04/1983,IND,Storm,76,0
/05/1983,IND,Storm,31,25000
/07/1983,IND,Flood,197,0
/09/1983,IND,Landslide,67,0
/12/1983,IND,Flood,58,0
/05/1984,IND,Flood,245,90000
14/11/1984,IND,Storm,524,35000
31/12/1984,IND,Earthquake,20,0
30/11/1984,IND,Storm,0,0
16/08/1984,IND,Flood,14,0
/09/1984,IND,Flood,36,0
/06/1985,IND,Flood,741,500000
10/10/1985,IND,Storm,78,0
26/12/1985,IND,Extreme temperature ,225,144000
23/06/1985,IND,Flood,95,0
16/05/1986,IND,Storm,11,0
/08/1986,IND,Flood,187,100000
16/11/1986,IND,Landslide,65,0
16/11/1986,IND,Storm,65,0
26/04/1986,IND,Earthquake,6,5000
//1986,IND,Storm,230,0
/08/1987,IND,Flood,1200,545000
14/11/1987,IND,Storm,25,0
18/10/1987,IND,Storm,40,0
09/07/1987,IND,Flood,30,0
/08/1987,IND,Drought,300,0
/05/1988,IND,Extreme temperature ,418,0
/06/1988,IND,Flood,250,929200
06/08/1988,IND,Earthquake,2,1000
09/10/1988,IND,Flood,1000,18000
/08/1988,IND,Flood,850,0
26/05/1989,IND,Storm,43,0
/12/1989,IND,Extreme temperature ,109,0
07/06/1989,IND,Landslide,41,0
/01/1989,IND,Extreme temperature ,18,0
22/03/1990,IND,Flood,69,0
25/08/1990,IND,Storm,120,2200000
28/10/1990,IND,Flood,60,0
/11/1990,IND,Storm,250,112800
20/04/1990,IND,Storm,16,0
18/06/1990,IND,Flood,21,0
12/06/1991,IND,Flood,72,100000
20/10/1991,IND,Earthquake,1500,60000
30/10/1991,IND,Flood,60,0
30/07/1991,IND,Flood,524,0
15/09/1991,IND,Flood,84,40000
22/04/1992,IND,Storm,25,0
24/06/1992,IND,Storm,60,0
31/07/1992,IND,Flood,16,0
/01/1992,IND,Extreme temperature ,275,0
31/07/1993,IND,Flood,827,7000000
04/12/1993,IND,Storm,61,100000
23/09/1993,IND,Landslide,20,0
17/09/1993,IND,Flood,260,500000
/07/1993,IND,Flood,175,0
/10/1993,IND,Drought,0,0
04/11/1994,IND,Storm,208,19100
07/06/1994,IND,Storm,11,0
16/01/1995,IND,Landslide,200,0
03/06/1995,IND,Landslide,40,4500
20/09/1995,IND,Flood,1479,258000
23/10/1995,IND,Storm,94,2000
23/10/1995,IND,Flood,0,2000
02/07/1996,IND,Storm,92,0
11/07/1996,IND,Flood,21,0
25/10/1996,IND,Flood,388,90400
04/12/1996,IND,Storm,6,0
01/09/1996,IND,Flood,500,17600
/04/1996,IND,Drought,0,542400
09/06/1997,IND,Landslide,28,0
14/08/1997,IND,Flood,135,71000
22/08/1997,IND,Storm,25,0
28/06/1997,IND,Flood,111,153800
24/09/1997,IND,Flood,25,0
24/03/1998,IND,Storm,250,10000
11/06/1998,IND,Storm,2871,469000
17/08/1998,IND,Landslide,239,0
18/10/1998,IND,Storm,250,0
/08/1998,IND,Flood,1811,0
18/09/1998,IND,Flood,90,0
15/12/1998,IND,Extreme temperature ,100,0
/04/1999,IND,Wildfire,6,0
23/05/1999,IND,Storm,451,20000
/09/1999,IND,Flood,229,2400
30/10/1999,IND,Storm,9843,2500000
/04/2000,IND,Extreme temperature ,7,0
10/06/2000,IND,Flood,20,0
12/07/2000,IND,Landslide,58,0
30/08/2000,IND,Flood,867,43000
31/08/2000,IND,Flood,179,173000
19/10/2000,IND,Flood,6,0
//2001,IND,Drought,20,588000
26/01/2001,IND,Earthquake,20005,2623000
10/07/2001,IND,Flood,100,90000
/06/2001,IND,Flood,28,0
16/07/2001,IND,Landslide,27,0
14/08/2001,IND,Landslide,16,0
20/08/2001,IND,Flood,158,26000
/10/2001,IND,Storm,78,0
/12/2001,IND,Extreme temperature ,48,0
24/09/2001,IND,Flood,146,103000
11/04/2002,IND,Storm,0,0
27/04/2002,IND,Storm,11,0
13/08/2002,IND,Flood,33,20000
06/09/2002,IND,Flood,22,0
16/10/2002,IND,Flood,11,0
01/10/2002,IND,Flood,20,0
//2002,IND,Drought,0,910722
19/02/2003,IND,Storm,14,0
12/03/2003,IND,Storm,30,16000
22/04/2003,IND,Storm,45,0
06/06/2003,IND,Extreme temperature ,1210,400000
01/09/2003,IND,Flood,13,0
/01/2004,IND,Extreme temperature ,400,0
16/07/2003,IND,Flood,150,0
10/09/2003,IND,Flood,37,0
/08/2004,IND,Flood,900,2500000
22/09/2004,IND,Flood,33,0
26/12/2004,IND,Earthquake,16389,1022800
21/02/2005,IND,Landslide,250,50000
01/05/2005,IND,Storm,20,0
27/05/2005,IND,Flood,14,0
15/07/2005,IND,Flood,239,2300000
29/06/2005,IND,Flood,6,23000
15/07/2005,IND,Flood,62,0
05/08/2005,IND,Flood,1200,3330000
28/08/2005,IND,Flood,27,0
20/09/2005,IND,Storm,33,0
20/09/2005,IND,Flood,89,420000
24/10/2005,IND,Flood,19,117000
13/11/2005,IND,Flood,162,0
/01/2006,IND,Extreme temperature ,180,0
18/04/2006,IND,Flood,20,0
24/07/2006,IND,Flood,21,0
04/06/2006,IND,Flood,41,0
07/07/2006,IND,Flood,24,0
22/08/2006,IND,Flood,15,0
/08/2006,IND,Flood,0,0
05/10/2006,IND,Storm,114,0
04/09/2006,IND,Flood,42,0
10/09/2006,IND,Flood,185,0
01/10/2006,IND,Flood,39,0
/06/2007,IND,Extreme temperature ,72,0
13/07/2007,IND,Flood,225,0
13/07/2007,IND,Flood,29,0
03/08/2007,IND,Flood,0,0
17/08/2007,IND,Flood,76,0
03/10/2007,IND,Flood,80,275000
01/11/2007,IND,Flood,29,0
27/08/2007,IND,Flood,15,0
20/07/2007,IND,Flood,44,101151
16/02/2007,IND,Flood,40,0
08/02/2008,IND,Landslide,37,0
21/07/2008,IND,Flood,1063,123000
11/09/2008,IND,Flood,74,0
08/09/2008,IND,Flood,47,20000
08/08/2008,IND,Flood,142,0
14/05/2008,IND,Storm,111,25000
26/06/2009,IND,Extreme temperature ,120,0
29/06/2009,IND,Storm,35,0
08/08/2009,IND,Landslide,45,0
/09/2009,IND,Flood,992,220000
09/10/2009,IND,Flood,20,0
13/01/2010,IND,Extreme temperature ,100,0
28/08/2009,IND,Flood,52,0
07/06/2009,IND,Storm,20,0
08/02/2010,IND,Landslide,17,0
08/05/2010,IND,Storm,54,0
/05/2010,IND,Extreme temperature ,250,0
24/05/2010,IND,Flood,27,0
08/08/2010,IND,Flood,196,0
25/08/2010,IND,Storm,25,0
09/09/2010,IND,Flood,0,0
24/05/2010,IND,Storm,12,0
10/04/2010,IND,Storm,28,0
20/05/2011,IND,Storm,42,0
18/09/2011,IND,Earthquake,112,0
08/09/2011,IND,Flood,7,0
09/08/2011,IND,Flood,19,0
30/12/2011,IND,Storm,47,375625
31/12/2011,IND,Extreme temperature ,132,0
17/01/2012,IND,Extreme temperature ,15,0
13/07/2012,IND,Flood,120,0
09/08/2012,IND,Flood,30,110000
23/09/2012,IND,Flood,21,98000
20/01/2013,IND,Extreme temperature ,249,0
30/03/2013,IND,Storm,9,0
01/05/2013,IND,Earthquake,3,120000
30/05/2013,IND,Extreme temperature ,557,0
15/07/2013,IND,Flood,80,0
26/10/2013,IND,Flood,72,260000
06/10/2013,IND,Storm,32,0
24/01/2014,IND,Extreme temperature ,24,0
31/05/2014,IND,Storm,15,0
22/07/2014,IND,Flood,26,0
04/08/2014,IND,Flood,35,200000
11/10/2014,IND,Flood,95,163000
01/09/2014,IND,Flood,94,0
09/12/2014,IND,Extreme temperature ,16,0
20/04/2014,IND,Storm,27,0
31/03/2015,IND,Flood,44,76000
18/03/2015,IND,Storm,27,906000
21/04/2015,IND,Storm,100,160000
31/05/2015,IND,Extreme temperature ,2248,0
29/06/2015,IND,Landslide,3,0
30/06/2015,IND,Flood,40,0
13/07/2015,IND,Flood,25,0
30/08/2015,IND,Flood,18,0
06/09/2015,IND,Storm,32,0
04/12/2015,IND,Flood,325,2200000
04/10/2015,IND,Storm,29,0
03/01/2016,IND,Earthquake,8,75000
20/05/2016,IND,Extreme temperature ,300,0
02/05/2016,IND,Wildfire,7,0
12/06/2016,IND,Storm,11,0
01/07/2016,IND,Flood,61,100000
12/09/2016,IND,Flood,254,350000
03/08/2016,IND,Flood,50,0
14/12/2016,IND,Storm,24,1000000
04/02/1907,IDN,Earthquake,400,0
26/06/1914,IDN,Earthquake,20,0
/05/1919,IDN,Volcanic activity,5000,0
01/12/1927,IDN,Earthquake,50,0
//1930,IDN,Volcanic activity,1369,0
14/05/1932,IDN,Earthquake,6,0
23/08/1936,IDN,Earthquake,9,0
23/07/1943,IDN,Earthquake,213,0
/02/1953,IDN,Flood,114,0
/04/1955,IDN,Landslide,405,0
20/10/1958,IDN,Earthquake,8,0
/05/1963,IDN,Volcanic activity,106,0
/02/1965,IDN,Earthquake,71,0
25/04/1966,IDN,Volcanic activity,1000,0
//1966,IDN,Drought,8000,0
09/01/1967,IDN,Flood,0,0
30/11/1967,IDN,Flood,160,0
19/02/1967,IDN,Earthquake,54,0
15/08/1968,IDN,Earthquake,200,0
23/02/1969,IDN,Earthquake,64,0
//1973,IDN,Drought,0,70000
/01/1974,IDN,Storm,10,0
14/07/1976,IDN,Earthquake,573,195000
13/11/1976,IDN,Flood,163,0
/12/1976,IDN,Storm,25,0
/02/1977,IDN,Flood,0,0
30/07/1977,IDN,Storm,1,0
27/08/1977,IDN,Earthquake,2,0
/05/1978,IDN,Flood,21,0
17/12/1978,IDN,Flood,8,0
20/02/1979,IDN,Volcanic activity,175,0
/05/1979,IDN,Flood,23,0
/06/1979,IDN,Flood,13,0
12/09/1979,IDN,Earthquake,2,0
15/12/1979,IDN,Earthquake,5,0
29/05/1979,IDN,Landslide,23,0
05/09/1980,IDN,Earthquake,0,0
26/12/1980,IDN,Flood,153,3400
15/02/1980,IDN,Storm,0,0
22/01/1981,IDN,Earthquake,306,0
06/11/1981,IDN,Landslide,0,0
22/01/1981,IDN,Flood,0,0
10/01/1982,IDN,Landslide,50,0
/03/1982,IDN,Flood,0,0
28/05/1982,IDN,Flood,0,0
26/08/1982,IDN,Volcanic activity,0,0
26/12/1982,IDN,Flood,3,0
/12/1982,IDN,Drought,280,0
28/06/1983,IDN,Volcanic activity,0,0
14/07/1983,IDN,Volcanic activity,0,25500
/10/1983,IDN,Flood,2,0
//1983,IDN,Landslide,21,0
27/04/1984,IDN,Flood,0,1500
27/08/1984,IDN,Earthquake,0,1000
03/12/1984,IDN,Flood,0,0
15/06/1984,IDN,Volcanic activity,0,0
04/02/1985,IDN,Flood,21,0
19/02/1985,IDN,Flood,10,0
30/07/1985,IDN,Volcanic activity,0,0
15/04/1986,IDN,Flood,2,0
16/01/1986,IDN,Flood,77,0
//1986,IDN,Drought,84,0
26/04/1987,IDN,Earthquake,2,0
04/05/1987,IDN,Mass movement (dry),131,1000
14/12/1987,IDN,Flood,38,0
28/12/1987,IDN,Volcanic activity,0,0
//1987,IDN,Drought,0,0
09/05/1988,IDN,Volcanic activity,7,0
20/12/1988,IDN,Flood,158,4600
16/01/1989,IDN,Landslide,6,341
01/08/1989,IDN,Earthquake,120,0
03/06/1989,IDN,Flood,0,0
20/06/1989,IDN,Flood,18,0
12/02/1990,IDN,Volcanic activity,33,8000
15/11/1990,IDN,Earthquake,1,2100
05/04/1990,IDN,Flood,22,0
20/06/1991,IDN,Earthquake,0,0
24/10/1991,IDN,Volcanic activity,0,1000
06/06/1991,IDN,Flood,97,0
08/10/1992,IDN,Landslide,75,5400
04/02/1992,IDN,Earthquake,0,0
05/02/1993,IDN,Flood,59,19301
25/01/1993,IDN,Volcanic activity,2,0
21/01/1994,IDN,Earthquake,7,0
22/01/1994,IDN,Flood,4,1900
02/06/1994,IDN,Earthquake,239,2200
12/10/1994,IDN,Flood,3,0
09/10/1994,IDN,Earthquake,1,0
/12/1994,IDN,Volcanic activity,58,0
20/11/1994,IDN,Earthquake,0,0
12/07/1994,IDN,Flood,5,1700
17/02/1995,IDN,Flood,47,400
07/05/1995,IDN,Flood,27,0
19/05/1995,IDN,Earthquake,0,0
02/01/1996,IDN,Flood,18,50000
17/02/1996,IDN,Earthquake,166,4200
31/03/1996,IDN,Flood,34,430
22/10/1996,IDN,Flood,13,300
/01/1996,IDN,Flood,6,126900
/09/1997,IDN,Wildfire,240,8000000
/11/1997,IDN,Drought,672,88000
11/07/1998,IDN,Volcanic activity,0,0
29/11/1998,IDN,Earthquake,33,200000
05/01/1999,IDN,Flood,12,0
/06/1999,IDN,Wildfire,0,1800
09/12/1999,IDN,Landslide,56,0
/02/2000,IDN,Wildfire,0,0
24/05/2000,IDN,Flood,126,79000
12/07/2000,IDN,Earthquake,0,2000
01/11/2000,IDN,Landslide,40,43000
25/10/2000,IDN,Earthquake,0,0
04/12/2000,IDN,Flood,100,34000
12/02/2001,IDN,Landslide,122,10000
18/02/2001,IDN,Flood,130,10000
28/06/2001,IDN,Earthquake,0,0
23/10/2001,IDN,Landslide,0,0
17/12/2001,IDN,Flood,0,0
12/01/2002,IDN,Flood,21,0
12/02/2002,IDN,Flood,150,350000
20/04/2002,IDN,Flood,19,0
15/08/2002,IDN,Earthquake,0,0
10/10/2002,IDN,Earthquake,8,0
03/12/2002,IDN,Flood,13,1600
20/09/2002,IDN,Earthquake,0,0
/01/2003,IDN,Flood,3,0
29/01/2003,IDN,Landslide,21,0
10/01/2003,IDN,Flood,10,0
28/01/2003,IDN,Flood,1,0
18/03/2003,IDN,Landslide,12,0
27/05/2003,IDN,Earthquake,1,0
03/11/2003,IDN,Flood,241,0
05/01/2004,IDN,Flood,148,0
01/01/2004,IDN,Earthquake,1,12000
05/02/2004,IDN,Earthquake,37,1000
05/02/2004,IDN,Storm,4,0
23/02/2004,IDN,Flood,5,60000
30/03/2004,IDN,Storm,0,0
23/04/2004,IDN,Landslide,44,0
08/06/2004,IDN,Volcanic activity,2,0
11/11/2004,IDN,Earthquake,33,0
26/12/2004,IDN,Earthquake,165708,4451600
21/02/2005,IDN,Landslide,143,5000
12/04/2005,IDN,Volcanic activity,0,0
09/08/2005,IDN,Wildfire,0,0
19/10/2005,IDN,Flood,28,0
04/01/2006,IDN,Landslide,156,27000
14/02/2006,IDN,Flood,19,27100
23/04/2006,IDN,Flood,22,0
14/03/2006,IDN,Earthquake,3,0
23/06/2006,IDN,Flood,236,55200
29/06/2006,IDN,Flood,52,0
17/07/2006,IDN,Earthquake,802,55000
15/12/2006,IDN,Landslide,17,0
04/01/2007,IDN,Flood,236,0
09/01/2007,IDN,Landslide,11,0
22/02/2007,IDN,Flood,68,971000
06/03/2007,IDN,Earthquake,67,200000
09/07/2007,IDN,Volcanic activity,0,0
02/08/2007,IDN,Flood,15,0
12/09/2007,IDN,Earthquake,25,500000
09/09/2007,IDN,Earthquake,0,0
25/11/2007,IDN,Earthquake,3,0
06/01/2008,IDN,Flood,0,0
31/01/2008,IDN,Flood,3,653
20/02/2008,IDN,Earthquake,3,0
14/03/2008,IDN,Flood,3,0
15/04/2008,IDN,Volcanic activity,0,0
05/05/2008,IDN,Landslide,21,0
09/09/2008,IDN,Earthquake,2,0
16/11/2008,IDN,Earthquake,6,0
12/01/2009,IDN,Flood,24,0
18/01/2009,IDN,Landslide,15,0
11/02/2009,IDN,Earthquake,0,9000
18/09/2009,IDN,Flood,38,0
30/09/2009,IDN,Earthquake,1195,2200000
08/11/2009,IDN,Earthquake,2,2430
08/12/2009,IDN,Flood,6,0
22/01/2010,IDN,Flood,10,0
16/06/2010,IDN,Earthquake,17,0
07/09/2010,IDN,Volcanic activity,1,0
12/10/2010,IDN,Landslide,13,0
25/10/2010,IDN,Earthquake,530,0
11/09/2010,IDN,Flood,24,0
11/03/2011,IDN,Earthquake,1,0
07/02/2011,IDN,Flood,0,0
05/09/2011,IDN,Earthquake,10,5850
17/07/2011,IDN,Volcanic activity,0,0
10/04/2011,IDN,Flood,18,0
31/03/2011,IDN,Flood,13,0
27/05/2012,IDN,Landslide,20,0
24/07/2012,IDN,Flood,8,0
18/08/2012,IDN,Earthquake,6,0
25/08/2012,IDN,Flood,4,0
25/01/2012,IDN,Storm,16,1000
09/05/2012,IDN,Flood,5,0
31/01/2013,IDN,Flood,34,3000000
27/01/2013,IDN,Landslide,21,0
22/02/2013,IDN,Flood,17,2000
11/04/2013,IDN,Flood,11,0
30/07/2013,IDN,Flood,12,0
14/10/2013,IDN,Flood,0,0
30/12/2013,IDN,Flood,0,2000
15/12/2013,IDN,Flood,4,2000
17/01/2014,IDN,Flood,20,153000
28/01/2014,IDN,Flood,0,173000
07/02/2014,IDN,Flood,32,600000
14/02/2014,IDN,Volcanic activity,7,103000
24/11/2014,IDN,Flood,1,0
25/01/2015,IDN,Flood,1,0
02/02/2015,IDN,Flood,2,0
28/03/2015,IDN,Landslide,12,0
06/05/2015,IDN,Landslide,13,0
24/09/2015,IDN,Earthquake,0,0
03/12/2015,IDN,Landslide,20,0
16/01/2016,IDN,Earthquake,0,0
24/02/2016,IDN,Flood,0,0
13/03/2016,IDN,Flood,5,0
21/06/2016,IDN,Landslide,62,25000
22/09/2016,IDN,Flood,53,22000
01/08/2016,IDN,Earthquake,0,0
15/11/2016,IDN,Flood,5,0
26/12/2016,IDN,Flood,0,74000
01/05/1929,IRN,Earthquake,3300,0
//1947,IRN,Earthquake,400,0
/06/1950,IRN,Flood,52,0
12/02/1953,IRN,Earthquake,1000,0
/08/1953,IRN,Flood,467,0
01/08/1954,IRN,Flood,2000,0
/07/1956,IRN,Flood,1000,0
13/12/1957,IRN,Earthquake,3000,0
/09/1957,IRN,Flood,122,0
24/04/1960,IRN,Earthquake,480,0
/09/1962,IRN,Earthquake,12000,30000
13/09/1966,IRN,Flood,42,0
31/08/1968,IRN,Earthquake,10000,35000
03/01/1969,IRN,Earthquake,50,0
27/01/1970,IRN,Landslide,43,0
10/02/1972,IRN,Storm,60,0
21/04/1975,IRN,Storm,14,0
21/03/1977,IRN,Earthquake,167,0
26/05/1977,IRN,Earthquake,3,0
20/12/1977,IRN,Earthquake,589,0
14/12/1978,IRN,Earthquake,45,0
14/11/1979,IRN,Earthquake,350,0
/02/1980,IRN,Flood,6,0
19/12/1980,IRN,Earthquake,20,0
30/11/1980,IRN,Earthquake,26,0
11/06/1981,IRN,Earthquake,2000,5000
19/10/1981,IRN,Storm,200,0
22/07/1983,IRN,Earthquake,3,5000
11/12/1986,IRN,Flood,200,1561000
20/12/1986,IRN,Earthquake,0,0
11/01/1987,IRN,Earthquake,0,0
24/07/1987,IRN,Flood,147,0
/09/1987,IRN,Flood,544,0
/06/1987,IRN,Flood,53,0
27/10/1987,IRN,Flood,41,0
11/08/1988,IRN,Earthquake,1,0
26/08/1988,IRN,Flood,90,150000
27/05/1989,IRN,Earthquake,100,0
21/06/1990,IRN,Earthquake,40000,8000000
16/02/1990,IRN,Landslide,21,0
